"","X","MID","condition","side","party","Q1.att_1","Q2.attT2_1","Q3.congruent","Q4.fitworldview","Q5.morals","Q6.important","Q7.coremoral","Q8.elab.deep","Q8.elab.effort","Q8.elab.thought","Q9.lib.simval","Q10.cons.simval","recep1.arg","recep2.arg","recep3.gen","recep4.gen","dem.gender","dem.age","dem.eth","dem.ideology","argument.x","att.check","username","timer","argument.y","Exclude."
"614",614,"36634ee","control","in favor of","",0,0,1,2,2,1,5,3,2,3,4,4,1,1,1,1,1,1,6,5,"A universal basic income would ensure that all Americans are able to provide themselves and their families with basic necessities such as food and shelter. This would allow the government to eliminate current programs that provide assistance in these areas.",3,"23e637f6",1,"A Universal Basic Income would ensure that all Americans are able to provide themselves and their families with basic necessities such as food and shelter. This would allow the government to eliminate current programs that provide assistance in these areas.",""
"615",615,"9b05da35","same party argument","in favor of","conservative",0,0,7,7,6,1,7,6,7,7,2,6,1,1,1,1,1,3,6,5,"A UBI would be a basic equalizer in our communities. Every household would have their basic needs met and could pay for other goods and services based on their productivity and willingness to work.",3,"3588716b",156,"A UBI would be a basic equalizer in our communities. Every household would have their basic needs met and could pay for other goods and services based on their productivity and willingness to work.",""
"616",616,"22bfa4a3","same party argument","against","liberal",100,100,5,4,3,6,7,6,7,5,5,1,2,4,1,4,2,1,6,1,"Universal Basic Income is a drain on resources that could be better allocated to food distribution and social services, rather than allowing someone to potentially waste money due to poor spending habit.",3,"f38f4d67",754,"Universal Basic Income is a drain on resources that could be better allocated to food distribution and social services, rather than allowing someone to potentially waste money due to poor spending habit.",""
"617",617,"6766bbf4","opposing party argument","in favor of","liberal",39,32,4,4,6,1,2,2,4,2,4,5,5,4,2,2,1,1,1,6,"because there are people who work hard and are poor with children and can't provide needs and wants for their family.",3,"74d03081",770,"because there are people who work hard and are poor with children and can't provide needs and wants for their family.",""
"618",618,"e897550a","control","in favor of","",45,45,5,4,5,3,3,3,3,3,5,4,4,5,4,6,2,3,6,5,"The overhead spending by the US government to distribute basic income would potentially be less than the complex programs such as welfare. By providing basic income to all qualifying people below a certain income limit, government spending on support those in lower income may decrease. / ",3,"372c019",1,"The overhead spending by the US government to distribute basic income would potentially be less than the complex programs such as welfare. By providing basic income to all qualifying people below a certain income limit, government spending on support those in lower income may decrease. / ",""
"619",619,"813cd1cf","same party argument","in favor of","conservative",5,3,7,7,6,1,1,7,5,6,6,3,2,5,4,3,1,3,6,6,"The universal basic income would give all citizens the same amount of money and it will pay for all basic necessities.   People who struggle with money will have the opportunity to have food on hand and they will also not have to worry about where they will get their next meal.  This basic income alows all of us to have an equal amount of money and an equal chance to srvive and thrive, or not. ",1,"846a0781",543,"The Universal Basic Income would give all citizens the same amount of money and it will pay for all basic necessities.   People who struggle with money will have the opportunity to have food on hand and they will also not have to worry about where they will get their next meal.  This basic income alows all of us to have an equal amount of money and an equal chance to srvive and thrive, or not. ",""
"620",620,"6b12c169","same party argument","against","liberal",60,60,4,4,4,3,3,6,6,6,4,2,4,4,4,4,1,5,6,2,"Some of the taxes that middle-class people pay for this program will increase the income of rich people who do not need the extra money -- better to direct resources to people who actually need them.  Already-advantaged families will invest the basic income coming to their children so that they will start their adult life very well off, while families with parents who are unable to work for reasons not of their choosing (illness or disability) will have to spend the payments on food: those children will still be poor when they reach adulthood.",3,"cad1c6fe",492,"Some of the taxes that middle-class people pay for this program will increase the income of rich people who do not need the extra money -- better to direct resources to people who actually need them.  Already-advantaged families will invest the basic income coming to their children so that they will start their adult life very well off, while families with parents who are unable to work for reasons not of their choosing (illness or disability) will have to spend the payments on food: those children will still be poor when they reach adulthood.",""
"621",621,"1dfb5050","control","against","",94,93,1,2,1,6,7,6,4,5,7,3,4,5,6,6,1,2,6,2,"A universal basic income can potentially take money away from welfare programs toward the most needy. One can argue that social security disability and other programs should be the recipient of extra revenue instead of the average person.",1,"37891b6f",1,"A Universal Basic Income can potentially take money away from welfare programs toward the most needy. One can argue that social security disability and other programs should be the recipient of extra revenue instead of the average person.",""
"622",622,"78d36d","control","in favor of","",39,40,3,3,3,2,3,3,4,6,4,3,4,5,3,3,1,5,6,5,"A universal basic income would provide a net for people who may have lost their job for a period of time.  It would also help people meet basic needs if they have a major or serious illness.",4,"7aaf341a",1,"A Universal Basic Income would provide a net for people who may have lost their job for a period of time.  It would also help people meet basic needs if they have a major or serious illness.",""
"623",623,"79a3e9c9","opposing party argument","against","conservative",71,65,5,5,5,3,4,6,5,5,6,2,4,4,2,4,1,3,6,2," UBI would not be present in a capitalist economic system, which is what the United States has. UBI would be present  only in a different type of economic system, such as socialist or communist.  UBI would take away individual rights to earn income.  ",3,"fec941e0",344," UBI would not be present in a capitalist economic system, which is what the United States has. UBI would be present  only in a different type of economic system, such as socialist or communist.  UBI would take away individual rights to earn income.  ",""
"624",624,"2fa4c27a","opposing party argument","against","liberal",80,52,4,6,5,3,4,3,2,2,4,5,7,5,5,4,2,2,6,7,"This should not be a fixed amount. It should all depend on the type of job the person is doing and how they are doing it",3,"f163b85b",686,"This should not be a fixed amount. It should all depend on the type of job the person is doing and how they are doing it",""
"625",625,"48b4ce2","opposing party argument","in favor of","liberal",4,1,7,7,7,1,7,5,5,5,2,5,2,2,1,1,2,2,6,6,"A UBI would provide citizens with free time and a level of security. This free time and security would allow the citizen to maximize their creativity and better serve the collective.",3,"dec18703",150,"A UBI would provide citizens with free time and a level of security. This free time and security would allow the citizen to maximize their creativity and better serve the collective.",""
"626",626,"b5eee1e5","control","in favor of","",0,0,4,4,3,1,5,2,2,2,1,6,1,1,1,1,1,2,6,6,"People could have housing and a reasonable quality of life.",3,"8af65f72",1,"People could have housing and a reasonable quality of life.",""
"627",627,"c280371d","same party argument","against","conservative",70,10,6,6,5,4,5,5,5,4,2,3,6,6,5,2,2,1,6,6,"An argument that a conservative may give against universal basic income is that if you compare a person that makes minimum wage to a person with a much higher wage, it would be unfair that one person is making more money wholly than the person with the job that earns minimum wage.",3,"b20244af",332,"An argument that a conservative may give against Universal Basic Income is that if you compare a person that makes minimum wage to a person with a much higher wage, it would be unfair that one person is making more money wholly than the person with the job that earns minimum wage.",""
"628",628,"34fd138c","control","in favor of","",0,0,1,1,1,1,7,7,7,7,5,6,6,4,3,3,2,2,6,5,"This type system is nothing more that a redistribution of wealth. It starts with reductions in other government spending and then balloons out of control when we need an increase in other areas. This will only lead to more people dependent on government aid and larger debt. ",3,"6189bd50",1,"This type system is nothing more that a redistribution of wealth. It starts with reductions in other government spending and then balloons out of control when we need an increase in other areas. This will only lead to more people dependent on government aid and larger debt. ","Y"
"629",629,"a31c3bcc","opposing party argument","against","conservative",72,30,5,5,3,5,4,6,7,7,5,3,6,5,4,5,1,2,6,3,"If I work harder then others why should I get paid the same? Especially someone who is in the line of duty or harms way, they should make more then someone who would rather sit at home. My argument would be simple fairness.",3,"74d03081",263,"If I work harder then others why should I get paid the same? Especially someone who is in the line of duty or harms way, they should make more then someone who would rather sit at home. My argument would be simple fairness.",""
"630",630,"6e661927","control","in favor of","",27,25,4,6,6,1,2,1,1,3,2,4,3,4,2,2,2,3,6,5,"It evens out the income field making life more affordable.",3,"3abeb9dc",1,"It evens out the income field making life more affordable.",""
"631",631,"13a921c1","opposing party argument","against","conservative",84,94,7,7,7,6,7,5,6,7,6,1,1,2,2,1,1,5,6,2,"Everyone should have to work for their money. Our system is predicated on the idea that if you work hard, you will earn enough to live on. UBI would be nothing more than a free handout for those who are too lazy to do the work they should be doing.",3,"6e64fe95",383,"Everyone should have to work for their money. Our system is predicated on the idea that if you work hard, you will earn enough to live on. UBI would be nothing more than a free handout for those who are too lazy to do the work they should be doing.",""
"632",632,"59aace8e","same party argument","against","liberal",70,46,3,2,2,4,6,6,7,6,6,3,5,5,4,3,2,1,6,2,"Income alone cannot always guarantee a stable living situation, especially if the estimated cost-of-living does not accurately reflect the costs of food and housing in various locations, such as the difference between the cost of living in an urban environment versus a rural environment. Mandating a singular basic income would put certain citizens (such as those in rural environments) at an advantage over other citizens (such as those living in cities, where cost of living is much higher). ",3,"23af4ed8",488,"Income alone cannot always guarantee a stable living situation, especially if the estimated cost-of-living does not accurately reflect the costs of food and housing in various locations, such as the difference between the cost of living in an urban environment versus a rural environment. Mandating a singular basic income would put certain citizens (such as those in rural environments) at an advantage over other citizens (such as those living in cities, where cost of living is much higher). ",""
"633",633,"65a8eb7d","control","in favor of","",26,26,3,3,3,5,4,5,5,6,5,1,5,5,4,4,1,4,6,2,"Everyone would be equal and not lack for the basics in life.  This would take away the income gap that currently exists between the top 1% and everyone else.",3,"f2f09501",1,"Everyone would be equal and not lack for the basics in life.  This would take away the income gap that currently exists between the top 1% and everyone else.",""
"634",634,"51cab651","same party argument","against","conservative",70,60,4,4,4,5,4,4,4,4,3,4,4,4,4,4,2,2,2,5,"People become lazy, although data shows otherwise",3,"ddb1f631",634,"People become lazy, although data shows otherwise",""
"635",635,"117cf29","control","against","",100,100,6,7,7,6,6,5,3,6,5,2,2,3,2,3,2,2,6,3,"UBI is a burden upon the government and taxpayers, and promotes laziness. The government will have to raise taxes, ergo, taking more money from its people. On top of that, it will discourage anyone from bettering their circumstances. ",3,"381b35ce",1,"UBI is a burden upon the government and taxpayers, and promotes laziness. The government will have to raise taxes, ergo, taking more money from its people. On top of that, it will discourage anyone from bettering their circumstances. ",""
"636",636,"35ca394b","same party argument","in favor of","liberal",23,23,6,5,5,2,6,2,6,7,4,3,3,2,2,3,2,1,1,3,"The unfairly disadvantaged of this country is a responsibility that everyone should share. A social safety net should be a goal for all citizens as everyone should work towards life being fair and equal for everyone.",3,"1a5be007",90,"The unfairly disadvantaged of this country is a responsibility that everyone should share. A social safety net should be a goal for all citizens as everyone should work towards life being fair and equal for everyone.",""
"637",637,"37b404c4","control","in favor of","",0,0,7,7,7,1,7,4,1,5,1,7,1,1,1,1,1,4,6,7,"Everything would be fair. No one would be any better than anyone else.",3,"f2c8421b",1,"Everything would be fair. No one would be any better than anyone else.",""
"638",638,"7e4e91c5","control","against","",88,69,5,6,7,4,5,3,2,3,5,1,3,4,3,4,1,3,6,1,"...that if people were receiving a UBI, no one would work anymore and our economy and infrastructure would suffer. ",3,"6ec01883",1,"...that if people were receiving a UBI, no one would work anymore and our economy and infrastructure would suffer. ",""
"639",639,"69d357a8","opposing party argument","against","conservative",60,59,7,7,7,5,7,4,5,6,6,2,2,5,4,4,1,1,6,1,"I worked hard for my money, and I will not support others through a UBI. They can survive on their own by getting a job and making some decent money for themselves. I shouldn't have to pay for other peoples food or housing. I should be able to keep my own hard earned money! ",3,"92325556",107,"I worked hard for my money, and I will not support others through a UBI. They can survive on their own by getting a job and making some decent money for themselves. I shouldn't have to pay for other peoples food or housing. I should be able to keep my own hard earned money! ",""
"640",640,"7bd2120e","opposing party argument","in favor of","conservative",19,30,6,6,6,4,4,6,6,6,6,3,4,6,5,5,1,3,6,3,"By allowing for UBI, all would have access to food and shelter. There would be no more homeless. There are a number of people that currently commit crimes in order to have access to food and shelter so it could also cut down on crime. ",3,"61bfa91a",326,"By allowing for UBI, all would have access to food and shelter. There would be no more homeless. There are a number of people that currently commit crimes in order to have access to food and shelter so it could also cut down on crime. ",""
"641",641,"13417a44","opposing party argument","in favor of","liberal",0,0,7,7,7,1,7,5,5,6,1,5,1,7,1,7,2,5,6,6,"Everyone has a right to a sustainable income.  We can't have rich people making all the money at the expense of the poor.",3,"2104019a",191,"Everyone has a right to a sustainable income.  We can't have rich people making all the money at the expense of the poor.",""
"642",642,"dcf50826","control","in favor of","",23,25,1,1,1,4,7,6,7,6,2,7,7,4,5,4,1,2,6,5,"In my opinion, establishing a UBI would help in alleviating some social issues as well as provide food for many families that would not otherwise have it.  It would also effectively eliminate any homelessness in our country, provided there were regulations that were enforced that forces this money to be used for what it is proposed to be used for. ",3,"f15b6f41",1,"In my opinion, establishing a UBI would help in alleviating some social issues as well as provide food for many families that would not otherwise have it.  It would also effectively eliminate any homelessness in our country, provided there were regulations that were enforced that forces this money to be used for what it is proposed to be used for. ",""
"643",643,"db4046a9","opposing party argument","against","liberal",70,86,7,6,6,6,6,7,7,7,1,7,1,1,1,1,1,4,6,6,"A liberal against this idea might say that government assistance should be based on income.  They might say that only poor, low income, and non-working individuals deserve assistance.  They might say that  the struggling, ""lower-middle"" class working citizens should not receive assistance because they have an income, no matter how much they struggle to make ends meet.",3,"c7332c6f",803,"A liberal against this idea might say that government assistance should be based on income.  They might say that only poor, low income, and non-working individuals deserve assistance.  They might say that  the struggling, ""lower-middle"" class working citizens should not receive assistance because they have an income, no matter how much they struggle to make ends meet.",""
"644",644,"b02a54ad","same party argument","in favor of","conservative",0,2,5,5,6,1,3,2,4,3,1,5,3,3,2,2,2,1,6,6,"if one person receives something why shouldn't everybody else. to give one person more benefits because they don't work is unfair. just because a person works hard does not mean that they should have to pay for everybody else who dosent make alot of money.",3,"4fc86b62",267,"if one person receives something why shouldn't everybody else. to give one person more benefits because they don't work is unfair. just because a person works hard does not mean that they should have to pay for everybody else who dosent make alot of money.",""
"645",645,"f6e26a31","control","against","",73,74,5,6,4,5,4,3,6,6,4,5,6,5,3,4,1,2,6,2,"People may not get a job. I think less people would go to school and be uneducated.",3,"d91f58e",1,"People may not get a job. I think less people would go to school and be uneducated.",""
"646",646,"13fed10a","opposing party argument","in favor of","conservative",25,25,5,6,5,1,3,5,4,4,5,3,3,4,2,3,1,2,6,2,"It will reduce the number of other programs we need for those on or below the poverty line. UBI will also provide basic human rights to all individuals in the nation.",3,"7904ce5a",707,"It will reduce the number of other programs we need for those on or below the poverty line. UBI will also provide basic human rights to all individuals in the nation.",""
"647",647,"92e2e52b","opposing party argument","in favor of","conservative",32,27,6,6,5,3,5,6,5,6,5,3,2,3,2,3,1,3,6,2,"UBI will eliminate the need for other federally funded programs such as food stamps and welfare.  These programs are merely continued handouts to people who don't deserve them.  UBI will eliminate the need for them.  It will also help remove the federal government from determining who gets the money, since it will be distributed to everyone equally.",3,"d2ce47a8",221,"UBI will eliminate the need for other federally funded programs such as food stamps and welfare.  These programs are merely continued handouts to people who don't deserve them.  UBI will eliminate the need for them.  It will also help remove the federal government from determining who gets the money, since it will be distributed to everyone equally.",""
"648",648,"5b649e07","same party argument","in favor of","liberal",15,25,3,3,4,2,4,4,3,3,5,3,4,5,4,5,1,2,6,2,"UBI would decrease homelessness and hunger in America. It would give everyone, at the very least, an even starting ground.",3,"fd81e7c8",58,"UBI would decrease homelessness and hunger in America. It would give everyone, at the very least, an even starting ground.",""
"649",649,"2ffcf4f9","same party argument","against","liberal",50,75,2,3,4,5,4,5,5,5,6,1,3,3,5,5,1,3,6,3,"In order to make it economical feasible, it would require ending programs like food stamps that provide assistance for low-income families.",3,"38bfd3d8",420,"In order to make it economical feasible, it would require ending programs like food stamps that provide assistance for low-income families.",""
"650",650,"f326df79","control","against","",59,60,4,5,3,6,4,5,7,6,6,1,5,7,6,3,1,2,7,3,"Some will see that they can still have a living wage, yet sit at home and do nothing. There will also be an increase in classism. Those who were already well off or doing fine financially will see those who receive money from this program as scum. ",3,"9e0b81b7",1,"Some will see that they can still have a living wage, yet sit at home and do nothing. There will also be an increase in classism. Those who were already well off or doing fine financially will see those who receive money from this program as scum. ",""
"651",651,"13168a8f","same party argument","in favor of","liberal",30,50,5,5,5,4,5,7,7,7,5,5,5,5,5,5,2,2,6,3,"providing universal basic income help to make everyone equal in our country. Equality is one of the fundamental policies our country tries to achieve.",3,"60528320",865,"providing Universal Basic Income help to make everyone equal in our country. Equality is one of the fundamental policies our country tries to achieve.",""
"652",652,"42ab29fb","opposing party argument","against","conservative",60,55,4,3,6,4,3,7,2,4,6,2,5,5,3,4,2,1,6,1,"Individuals receiving free income do not appreciate it because they have not earned it. Only those who have hit the grindstone day after day deserve money. No lazy person should earn anything at all if they do not work for it.",3,"fe131be",891,"Individuals receiving free income do not appreciate it because they have not earned it. Only those who have hit the grindstone day after day deserve money. No lazy person should earn anything at all if they do not work for it.",""
"653",653,"8eb1d11c","same party argument","against","liberal",52,28,6,3,4,2,6,5,7,7,6,6,4,4,5,4,1,5,1,2,"I am not sure how this universal basic income will be a fair thing to do for all people since some people have so much less than others. and most of all people have to have more than food and housing to live.",3,"753d1abb",570,"I am not sure how this Universal Basic Income will be a fair thing to do for all people since some people have so much less than others. and most of all people have to have more than food and housing to live.",""
"654",654,"90748321","control","against","",70,70,5,5,5,5,6,6,6,6,4,2,5,5,5,5,2,4,6,3,"A UBI will reduce the incentive for people to work and contribute to society.  If people don't work, progress for society as a whole will slow drastically.",3,"f22b1e73",1,"A UBI will reduce the incentive for people to work and contribute to society.  If people don't work, progress for society as a whole will slow drastically.",""
"655",655,"77f19858","opposing party argument","in favor of","liberal",0,0,5,5,5,3,4,3,5,6,2,6,4,4,1,2,2,1,6,6,"That all individuals work hard no matter their occupation. Some workers have been shown to work more hours and harder shifts compared to that of a doctor, thus all wages should be adjusted to be exactly equal. ",3,"c498d62f",850,"That all individuals work hard no matter their occupation. Some workers have been shown to work more hours and harder shifts compared to that of a doctor, thus all wages should be adjusted to be exactly equal. ",""
"656",656,"d066ef76","opposing party argument","against","conservative",64,56,6,6,3,2,3,5,5,5,6,3,3,3,4,4,1,3,6,2,"Everyone should have to work for what they get.  The harder you work, the more you get.  If you are lazy, you don't deserve anything,",3,"35cfcb15",702,"Everyone should have to work for what they get.  The harder you work, the more you get.  If you are lazy, you don't deserve anything,",""
"657",657,"3af892d6","same party argument","against","liberal",95,70,4,3,3,4,4,4,4,4,5,2,3,5,3,4,1,2,2,2,"Universal basic income would take away from key social and welfare programs like food stamps. ",3,"89f78074",766,"Universal Basic Income would take away from key social and welfare programs like food stamps. ",""
"658",658,"8b9d3fd1","same party argument","against","conservative",100,50,4,4,4,7,5,7,7,7,7,7,6,5,4,4,1,2,1,7,"That if you give this income to all, it would not be fair as some people do not work and have no intentions of doing so. For them to be the recipient of free money from the government is somewhat of an enabler. ",3,"779655f9",333,"That if you give this income to all, it would not be fair as some people do not work and have no intentions of doing so. For them to be the recipient of free money from the government is somewhat of an enabler. ",""
"659",659,"673e8d77","control","in favor of","",18,20,2,2,2,3,4,6,4,5,5,3,3,4,3,3,1,1,6,2,"Everyone would be able to afford the necessities of life (food, shelter, etc.).",3,"b0eeb193",1,"Everyone would be able to afford the necessities of life (food, shelter, etc.).",""
"660",660,"5aec1f8e","control","in favor of","",6,2,5,4,4,3,3,3,6,7,2,5,6,6,5,5,1,3,6,6,"That everyone would have an equal income and there will be no bias",3,"567d7a70",1,"That everyone would have an equal income and there will be no bias",""
"661",661,"dba7db64","control","against","",59,48,4,5,4,2,2,5,6,6,5,4,6,6,7,6,2,1,6,3,"A universal basic income would possibly leave people with less motivation to work. Because it is paid out to everyone, money would be given to wealthy folks who don't need it in the same amount as it would be given to poor folks that do. Many citizens, such as users of addictive drugs, would not use their UBI responsibly and as a result would remain living in impoverished conditions.",3,"8464c4d1",1,"A Universal Basic Income would possibly leave people with less motivation to work. Because it is paid out to everyone, money would be given to wealthy folks who don't need it in the same amount as it would be given to poor folks that do. Many citizens, such as users of addictive drugs, would not use their UBI responsibly and as a result would remain living in impoverished conditions.",""
"662",662,"b9253036","same party argument","in favor of","conservative",34,37,3,4,5,4,3,5,5,6,3,5,5,4,4,3,1,2,6,5,"we can remove food stamp program and decrease  military spending",3,"a41dac06",881,"we can remove food stamp program and decrease  military spending",""
"663",663,"10e03689","same party argument","against","liberal",80,80,3,2,2,5,3,5,5,3,5,3,5,5,5,5,1,1,6,3,"The universal basic income may be paid for by removing similar existing programs. Many who would benefit from UBI also benefit from programs such as food stamps.",3,"deb02937",46,"The Universal Basic Income may be paid for by removing similar existing programs. Many who would benefit from UBI also benefit from programs such as food stamps.",""
"664",664,"c455a39e","opposing party argument","against","conservative",100,100,2,2,2,5,6,6,6,6,4,4,5,5,3,4,1,1,6,2,"that taking away the need for people to work would cause the collapse of society and does not benefit the whole. Rather than people having to work to provide, no one would continue to work without the drive of repercussions. Another important reason is how much it would cost to increase federal spending in that way.  ",3,"8a87f146",189,"that taking away the need for people to work would cause the collapse of society and does not benefit the whole. Rather than people having to work to provide, no one would continue to work without the drive of repercussions. Another important reason is how much it would cost to increase federal spending in that way.  ",""
"665",665,"6f5716d","control","in favor of","",0,11,5,4,6,1,6,5,5,4,2,6,3,2,1,1,1,2,6,6,"Everyone would be able to have the (2) most important necessities in life, which are food and housing.  Also, there may be some what of a drop in crime, because there would not be as many homeless people on the street.  ",3,"a68e345e",1,"Everyone would be able to have the (2) most important necessities in life, which are food and housing.  Also, there may be some what of a drop in crime, because there would not be as many homeless people on the street.  ",""
"666",666,"3b27e394","same party argument","against","liberal",100,100,3,3,2,5,2,5,5,6,2,4,4,5,5,5,2,2,6,1,"It will cost too much and it is unfair to redistribute income.",3,"38ce7dec",569,"It will cost too much and it is unfair to redistribute income.",""
"667",667,"ee1af70a","opposing party argument","against","conservative",100,100,7,7,7,7,7,5,4,5,4,1,7,7,7,7,2,1,6,1,"We cant control the defeceit as it is. How the hell will we be able to pay for it? We're a capitalist country. Universal basic income is Socialism.",3,"37648457",297,"We cant control the defeceit as it is. How the hell will we be able to pay for it? We're a capitalist country. Universal Basic Income is Socialism.",""
"668",668,"27934a6e","control","against","",100,100,3,3,5,7,7,6,5,7,7,2,2,2,1,2,1,3,6,1,"People should not receive money for doing nothing. Giving people something for nothing will erode the fabric of society.",3,"57d92964",1,"People should not receive money for doing nothing. Giving people something for nothing will erode the fabric of society.",""
"669",669,"83f28146","opposing party argument","against","conservative",99,99,4,4,5,4,4,3,4,5,4,1,4,4,6,6,1,4,6,2,"For one thing we would have to raise taxes to pay for this. It is also unfair to working people who pay taxes that those who are not working would still receive an income,",2,"35b0a671",706,"For one thing we would have to raise taxes to pay for this. It is also unfair to working people who pay taxes that those who are not working would still receive an income,",""
"670",670,"5d016782","control","against","",70,79,1,2,1,6,6,7,6,6,5,2,7,6,5,5,1,5,6,2,"must have income guidelines, people that make enough money to provide for their family / should not get UBI.you could also make a tier system. some get more help than others.",3,"4d5bf33a",1,"must have income guidelines, people that make enough money to provide for their family / should not get UBI.you could also make a tier system. some get more help than others.",""
"671",671,"95586dec","control","against","",76,71,3,3,3,4,5,5,5,5,5,3,5,5,5,4,2,5,6,5,"It would reduce the amount of people looking to achieve better jobs for better wages because I think people would be complacent about their place in society.   Reducing the spending on our military would weaken the country during these times of terrorism.  And would weaken economic growth because of the carbon tax.",3,"584b07c5",1,"It would reduce the amount of people looking to achieve better jobs for better wages because I think people would be complacent about their place in society.   Reducing the spending on our military would weaken the country during these times of terrorism.  And would weaken economic growth because of the carbon tax.",""
"672",672,"cae04fc2","same party argument","against","liberal",75,67,3,3,3,3,5,4,3,3,5,3,4,6,4,6,2,2,6,2,"It would raise unemployment. There would be no motivation to work or be educated. ",3,"e4ef7da8",283,"It would raise unemployment. There would be no motivation to work or be educated. ",""
"673",673,"782b6840","opposing party argument","in favor of","conservative",18,26,3,4,3,3,4,6,7,5,5,3,4,4,3,3,1,3,3,3,"It would lower tax rates, because we would be cutting out government funding for programs like welfare. There would be less crime; when there is work worth the money, crime seems less attractive. It would simplify our payroll structure, creating a flat tax rate across the board.",3,"5690e548",887,"It would lower tax rates, because we would be cutting out government funding for programs like welfare. There would be less crime; when there is work worth the money, crime seems less attractive. It would simplify our payroll structure, creating a flat tax rate across the board.",""
"674",674,"b97d06b5","same party argument","in favor of","conservative",0,0,7,7,4,1,1,5,7,7,1,7,1,1,1,1,1,2,6,7,"The only reason a conservative would be in favor of this is, because of their tax bracket, they may not get any income taxes back? This is the only reason I can come up with. ",2,"c90b928a",715,"The only reason a conservative would be in favor of this is, because of their tax bracket, they may not get any income taxes back? This is the only reason I can come up with. ","Y"
"675",675,"48e29c60","control","against","",95,95,6,6,7,7,7,2,6,6,6,2,2,2,1,2,1,4,6,2,"People will be getting something for doing nothing.  People should work for what they get.  People should pull their own weight.",3,"7ae88e64",1,"People will be getting something for doing nothing.  People should work for what they get.  People should pull their own weight.",""
"676",676,"51751d1f","same party argument","against","liberal",100,90,6,5,6,7,6,5,5,6,4,1,5,6,4,6,1,1,5,2,"A liberal might be against UBI because it might cause a big, negative impact on competitiveness in the workforce. He/She might think that the UBI might cause people to not work since they have a fixed amount of income, enough to provide their basic needs. They might also be against it because of the possible large amount of people that might find loopholes to avoid contributing taxes that supply the UBI budget for everyone. ",3,"15c9cea6",444,"A liberal might be against UBI because it might cause a big, negative impact on competitiveness in the workforce. He/She might think that the UBI might cause people to not work since they have a fixed amount of income, enough to provide their basic needs. They might also be against it because of the possible large amount of people that might find loopholes to avoid contributing taxes that supply the UBI budget for everyone. ",""
"677",677,"f4c4613d","opposing party argument","in favor of","conservative",30,30,2,2,7,2,6,6,6,7,5,2,3,5,3,6,2,2,6,2,"Universal Basic Income would be a more efficient way of ensuring the welfare of poor people. Once we have UBI, we could get rid of other, wasteful social programs like food stamps or Medicaid. Getting rid of all other social programs and replacing them with UBI will help both the poor and tax payers. / ",3,"9fafd2a3",103,"Universal Basic Income would be a more efficient way of ensuring the welfare of poor people. Once we have UBI, we could get rid of other, wasteful social programs like food stamps or Medicaid. Getting rid of all other social programs and replacing them with UBI will help both the poor and tax payers. / ",""
"678",678,"961ebcec","control","against","",61,13,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,2,1,3,"The amount that would be paid to everyone. The income amount should be based on the need because everyone situation is different and by having a base income for everyone wouldn't be ideal. ",3,"8bbf935e",1,"The amount that would be paid to everyone. The income amount should be based on the need because everyone situation is different and by having a base income for everyone wouldn't be ideal. ",""
"679",679,"bb033b3a","opposing party argument","against","conservative",100,100,4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,3,6,2,"It would cost too much. It would discourage work. ",3,"df65d417",21,"It would cost too much. It would discourage work. ",""
"680",680,"c4e5ce98","opposing party argument","against","conservative",100,100,7,7,7,6,7,7,7,7,7,1,2,2,2,2,1,3,6,2,"People will not work if they are given money for doing nothing.",3,"ffc9f4e2",590,"People will not work if they are given money for doing nothing.",""
"681",681,"b1f525ef","control","against","",54,53,2,2,1,2,2,4,3,3,5,4,5,4,4,4,2,2,6,3,"People shoukd have to work in order to obtain necessities - nothing is free, it has to be taken from someone or something. Everyone has an obligation to contribute to society. ",3,"63bec31e",1,"People shoukd have to work in order to obtain necessities - nothing is free, it has to be taken from someone or something. Everyone has an obligation to contribute to society. ",""
"682",682,"14ff9aa","opposing party argument","against","liberal",75,75,4,5,5,5,5,4,5,5,3,6,4,4,4,4,1,3,1,5,"it should be a basic human right to live. no matter what background or education you come from everyone should be able to afford proper housing and expenses. the rich are hoarding all the money and resources making the rich richer and the poor poorer.",3,"8abf265c",76,"it should be a basic human right to live. no matter what background or education you come from everyone should be able to afford proper housing and expenses. the rich are hoarding all the money and resources making the rich richer and the poor poorer.",""
"683",683,"ef7a2d06","same party argument","against","liberal",69,29,5,6,6,6,4,7,6,4,5,3,5,5,5,6,2,1,6,3,"Universal basic income is a reliance on the government. The government may then feel the need to make more restrictive laws because they are providing for the basic needs of the citizens.",3,"6f5c9c8d",241,"Universal Basic Income is a reliance on the government. The government may then feel the need to make more restrictive laws because they are providing for the basic needs of the citizens.",""
"684",684,"1c944c14","opposing party argument","in favor of","conservative",28,43,3,3,3,3,3,5,5,5,5,5,5,5,5,4,1,2,6,2,"It would be beneficial to the lower class. This would give them funds to survive. It would diminish poverty to a certain extent.",3,"b273ea9b",530,"It would be beneficial to the lower class. This would give them funds to survive. It would diminish poverty to a certain extent.",""
"685",685,"f9873167","control","against","",63,63,5,6,6,5,5,6,6,6,5,3,5,4,5,5,1,3,6,5,"If we had a universal basic income some people would abuse the help given. ",3,"39cec8ee",1,"If we had a Universal Basic Income some people would abuse the help given. ",""
