ID,study.F,cond,cond.F,att1_1,att1_2,att1_3,base_mor,base_prac,base_cons,base_know,base_emo,att2_1,att2_2,att2_3,resp1,resp2,resp3,resp4,resp5,resp6,essMoral,essPrac,poli_soc,poli_econ,age,gender,d_gen_4_TEXT,language,d_lang_10_TEXT,Th1VA,Th2VA,Th3VA,Th4VA,Th5VA,Th6VA,Th1VB,Th2VB,Th3VB,Th4VB,Th5VB,Th6VB,duplicatedIP
R_2upkePaq2IGR8rc,Study 1A,1,Practical Message,4,4,4,4,4,1,2,3,-4,-4,-4,recycling is expenisve,it hurts the environment,effects house costs,the city has to pay more,it costs a lot,could be spent elsewhere,6,7,4,4,28,Male,NA,English,NA,3,3,4,4,3,4,1,1,3,3,1,1,FALSE
R_2vcXza65c6VCtbK,Study 1A,-1,Moral Message,4,4,4,4,4,2,5,4,0,0,0,never thought about it that way but makes sense,almost makes me want to not recycle,but those figures could be read another way is it more trucks or more pets is it the fumes or something other we don't know for sure,NA,NA,NA,5,3,2,4,51,Male,NA,English,NA,3,3,3,NA,NA,NA,1,1,3,NA,NA,NA,FALSE
R_9RBWKCXOnAc1jFv,Study 1A,1,Practical Message,4,4,4,2,4,1,4,2,4,4,4,I thought the person's cost analysis of recycle did not take into account to benefits recycling has on the environment.,I thought the assessment was biased.,NA,NA,NA,NA,2,6,2,1,42,Male,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_1Baf8ZqKUrG3wrv,Study 1A,1,Practical Message,0,0,0,3,3,3,3,3,0,0,0,I thought the author was being too cynical towards recycling,Traffic is caused by more than just recycling trucks,NA,NA,NA,NA,4,4,3,3,21,Male,NA,English,NA,2,3,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_3g1N2C3sw6X32zH,Study 1A,-1,Moral Message,4,4,4,5,5,5,4,3,4,4,4,The essay was misguided and trying to persuade people into believing that being irresponsible is a good thing.,"Recycling is good, and the practices that was mentioned on the essay definitely should be changed, but it doesn't mean we need to stop recycling.",NA,NA,NA,NA,1,1,1,1,26,Female,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_3kk6N8daoqB6Eic,Study 1A,1,Practical Message,4,4,4,5,5,1,5,3,4,4,4,It is our responsibility to do what we can to reduce waste and protect the environment.,Cost cannot be our primary concern when it comes to recycling and reducing our damage to this planet.,We don't get to ignore our duties to this earth because we don't like the cost.,NA,NA,NA,3,6,1,1,38,Female,NA,English,NA,2,3,2,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_0B2I1aqQbfFoyS5,Study 1A,1,Practical Message,4,4,4,4,4,1,4,3,4,4,4,All programs aren't about cost.,The author indicated that no water pollution impacts come from landfills.  That statement itself is rubbish.,"The author doesn't even mention the cost of using limited ""pristine"" resources.",NA,NA,NA,1,5,2,1,52,Male,NA,English,NA,3,2,3,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_29h85R0P2wTki81,Study 1A,-1,Moral Message,3,3,3,4,4,3,4,4,0,0,0,I am little bit surprised after reading the essay.,Now I have to think in a different way to recycling.,Recycling might not have as much benefits as I was thinking.,NA,NA,NA,5,5,2,2,28,Male,NA,English,NA,3,3,1,NA,NA,NA,3,3,1,NA,NA,NA,FALSE
R_12PBTg7Gl3iW1v9,Study 1A,1,Practical Message,2,2,2,3,4,1,2,3,2,2,2,The essay points out how recycling can cause more problems than it solves.,Ratings of my feelings about recycling are based on a combination of thoughts about the 'idea' of recycling (good) and the actual 'in practice' use of it (not always so good).,"People with opinions similar to the author's are at somewhat of a disadvantage.  To give the impression that one is 'against' recycling is going to be seen as 'wrong', when the opinions are actually only suggesting that it's not being done correctly.",NA,NA,NA,4,7,3,3,57,Male,NA,English,NA,3,3,3,NA,NA,NA,3,3,3,NA,NA,NA,FALSE
R_3oRVHPTFvk6UfHA,Study 1A,-1,Moral Message,3,3,3,5,3,2,4,2,2,2,3,article seemed biased (negative) - especially the trucking section,some of that is true - positive,ive heard this before- neutral,i would like a 2nd opinion- neutral,I should look into this more -neutral,NA,4,6,2,2,30,Male,NA,English,NA,2,1,3,3,3,NA,2,3,3,3,3,NA,FALSE
R_2atX11Ioc8rkPPd,Study 1A,1,Practical Message,4,4,4,5,5,3,5,3,4,4,4,This guy is very bias against recycling.,He doesn't know what he's talking about.,NA,NA,NA,NA,1,7,2,4,38,Male,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_1FA5QY1YCiWqYqg,Study 1A,1,Practical Message,4,4,4,3,3,3,2,3,2,2,2,its quite expensive,but we need to do it,need to find an efficient way,NA,NA,NA,1,1,3,3,29,Male,NA,English,NA,3,2,3,NA,NA,NA,1,3,3,NA,NA,NA,FALSE
R_31LXujayMxazSSg,Study 1A,-1,Moral Message,2,3,2,4,4,4,4,3,2,3,3,I thought it was ridiculous,I still think the benefits outweigh the bad,NA,NA,NA,NA,4,6,3,3,32,Female,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_3HZDmNGylhm01SL,Study 1A,-1,Moral Message,4,3,3,3,4,4,4,3,4,2,0,"All damage done can't be reversed completely, but can be helped.",Its going to take large scale effort to make real change.,NA,NA,NA,NA,5,7,1,1,24,Male,NA,English,NA,3,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,FALSE
R_3gSdChAGNp4qSNm,Study 1A,1,Practical Message,4,4,4,5,5,2,4,4,0,2,1,Disappointing if recycling is not cost effective,if recycling is too expensive what else can we do to reduce our waste in landfills,I would like to see more information on the topic,NA,NA,NA,4,6,4,5,52,Female,NA,English,NA,3,3,3,NA,NA,NA,3,3,3,NA,NA,NA,FALSE
R_3G7fihbbMLIkbqI,Study 1A,-1,Moral Message,4,4,4,4,5,2,5,3,1,1,1,The argument that the increased amount of trucks needed to pick up the recycling causing more pollution was relevant and something I didn't consider.,The increased amount of pet deaths struck me as a pet lover and made me consider this point.,The toxic fumes in areas that process the recycling seems very dangerous and a burden on the environment.,NA,NA,NA,7,5,3,3,28,Male,NA,English,NA,3,3,3,NA,NA,NA,1,3,1,NA,NA,NA,FALSE
R_1CavdddJYtojKEI,Study 1A,-1,Moral Message,4,4,4,5,5,1,4,4,4,4,4,"Recycling does a lot of good and is moral, it's just the way through which we implement some recycling policies can be harmful.",If we simply implemented a lot of the technology we already have to reduce the harm that can be done through recycling it would be eliminated.,"To say recycling is immoral is ridiculous, if there is collateral damage it is the result of poor implementation.",NA,NA,NA,2,6,1,1,27,Male,NA,English,NA,2,3,2,NA,NA,NA,3,2,2,NA,NA,NA,FALSE
R_12AnOEfAXzLyC4g,Study 1A,-1,Moral Message,3,1,3,4,3,2,4,3,1,1,1,recycling is good for the environment,recycling could also bring negative things,animals could suffer because of recycling,NA,NA,NA,6,5,2,2,32,Male,NA,English,NA,2,1,1,NA,NA,NA,2,1,1,NA,NA,NA,FALSE
R_3M0FilWHLckBP5D,Study 1A,-1,Moral Message,4,4,4,3,4,2,4,4,4,4,4,I still feel recycling is good,"He has some good points, but overall it is still better for the environment to recycle",I would love if he had statistics to go along with his theories,NA,NA,NA,5,6,2,2,35,Female,NA,English,NA,2,3,3,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_DULwODyVkjIiCCR,Study 1A,1,Practical Message,4,4,4,4,5,2,3,4,4,4,4,"All of that may be true, but I think that the good that recycling does is far outweighed by any negative consequences or inconvenience it creates.",NA,NA,NA,NA,NA,1,7,1,1,32,Male,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_3k6BxNsLcAV2DpO,Study 1A,1,Practical Message,0,0,0,3,3,3,3,3,0,-1,0,I am neutral on this topic,NA,NA,NA,NA,NA,4,4,2,2,24,Female,NA,English,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,FALSE
R_3MiGZERAmXmDnSn,Study 1A,-1,Moral Message,2,3,2,4,4,4,3,4,2,3,2,I didn't believe it,I have to do more resarch,Without recycling we would have more waste,NA,NA,NA,5,6,3,3,28,Male,NA,English,NA,2,3,3,NA,NA,NA,2,3,2,NA,NA,NA,FALSE
R_yl5Xy3UlavUEtHj,Study 1A,1,Practical Message,4,3,4,3,4,2,3,2,0,0,0,I thought recycling is supposed to be better for the environment but now I am not sure.,Twice as many trucks to pick up recycling means twice as much air pollution.,I want to look into this more to see if it is accurate.,Maybe it would be better for people to just do their own recycling efforts instead of having the city or whoever pick it up.,NA,NA,5,7,3,3,24,Female,NA,English,NA,3,3,3,3,NA,NA,3,1,3,3,NA,NA,FALSE
R_3D1j7TBC8vrxQHf,Study 1A,1,Practical Message,3,3,3,3,4,1,4,3,3,3,3,The argument was purely based upon cost.,NA,NA,NA,NA,NA,1,3,2,2,46,Male,NA,English,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,FALSE
R_3Kusu1H1VAxchEc,Study 1A,1,Practical Message,4,4,4,4,4,3,4,4,4,4,4,I don't agree with the essay. Especially the part about people not wanting to live near a recycling plant because it's too loud. We need these plants and we need to recycle. Our planet depends on it.,NA,NA,NA,NA,NA,4,4,2,2,47,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_2THJMNCKNgcfn30,Study 1A,-1,Moral Message,3,2,3,4,4,1,4,2,3,2,3,I did not believe the author.,It sounded made up.,"The toxins part in particular stood out as stupid, and not well put together.","I did not believe for a second there were twice as many trucks on the road in Los Angeles, mostly because the trucks get fuller faster if everything goes into one truck.",I do think that pets get ran over more often with recycling which is unfortunate.,This author should really cite some actual sources.,3,4,1,3,34,Male,NA,English,NA,2,2,2,3,1,3,2,2,2,2,3,2,FALSE
R_1dMqjnLEEPJqYpF,Study 1A,1,Practical Message,4,4,4,4,5,1,5,4,4,4,4,"Recycling isn't perfect, but it is still better than not recycling.",we need to perfect the methods we use for reusing resources,"you can only harvest so many materials from the earth, you need to recycle in order to spare as many resources as possible",it's not all about money and cost when it comes to recycling,recycling is wroth it in the long run,"if you just throw everything away, landfills would fill faster",1,7,1,2,33,Male,NA,English,NA,2,3,2,3,2,3,2,3,2,2,2,2,FALSE
R_1hGMlZTv7ijXTwd,Study 1A,1,Practical Message,3,4,4,5,3,2,3,4,3,4,4,"Basically, the argument was one entirely based on economics. That's fine, but it ignores the moral side of eliminating waste, as well as the practical considerations of running out of landfill space, the removal of old-growth trees, etc.",There was a statement in the text that landfills do not leak toxic substances into waterways; I'm almost entirely sure that that's not an accurate statement.,Part of the argument was about the increase in trucks required to support recycling alongside traditional garbage disposal. A counterargument might be that that situation exists only because we're not fully recycling everything (which would eliminate or extremely minimize the traditional truck fleet) or perhaps are separating materials at the wrong point in the process,NA,NA,NA,1,5,1,2,46,Male,NA,English,NA,3,2,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_2BeY93aw7ds2iBR,Study 1A,-1,Moral Message,4,3,4,4,4,4,5,4,0,-2,-2,Recylingg takes more energy,pets that live near the plants are harmed,Toxic fumes leak out,recycling is immoral,it hurts the environment,NA,6,6,4,4,31,Male,NA,English,NA,3,3,3,1,1,NA,1,1,3,1,1,NA,FALSE
R_1f2go42zNU83ZCZ,Study 1A,1,Practical Message,4,4,4,4,3,3,5,2,4,4,4,I wasn't too happy when reading the article because it is trying to persuade the reader reasons why recycling is more negative than positive.,"Recycling is more important than the cost, or look of the recycling plant, or however much pain in the butt it is. Recycling needs to be done to protect the environment and this earth. By not recycling we are causing great harm. The cost is well worth it!",NA,NA,NA,NA,1,6,3,3,29,Female,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_3PuZdN6jDmU9YAk,Study 1A,1,Practical Message,4,4,4,5,3,1,4,1,4,4,4,I thought the cost was still likely worth it.,The arguments are weak.,I have never heard anybody talk negatively about recycling before.,NA,NA,NA,2,6,4,5,34,Male,NA,English,NA,2,2,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_3R2YSkCX2MjgTL2,Study 1A,-1,Moral Message,4,4,4,2,4,1,4,3,4,4,4,This is very biased.,What about the good that recycling does?,Do the benefits outweigh the costs of recycling?,I wish I had more information on the pros and cons.,NA,NA,7,4,5,5,33,Female,NA,English,NA,2,2,3,3,NA,NA,2,2,3,3,NA,NA,FALSE
R_sSGKag2cejdIme5,Study 1A,1,Practical Message,2,2,3,4,3,2,3,4,1,1,2,Actually I have never thought in that way. the arguments confused me. I may look into further information about recycling.,NA,NA,NA,NA,NA,3,5,2,2,32,Male,NA,English,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,FALSE
R_2AWimI3j28DdtUT,Study 1A,-1,Moral Message,4,4,4,2,3,2,3,3,3,3,3,The increased number of trucks using fossil fuels really is a concern,How do they get these numbers about pets??  Do people seriously keep such a tally?,"I'm not as concerned about the pets, but I am concerned about the pollution from more trucks on the road.",NA,NA,NA,2,4,1,2,48,Female,NA,English,NA,3,3,3,NA,NA,NA,1,2,1,NA,NA,NA,FALSE
R_2SplJ7Bc5MboxC8,Study 1A,-1,Moral Message,4,4,4,4,4,1,4,3,-2,-2,-2,I wonder how true this is,"If it is true, it is something more people should hear",I need to research this immediately,NA,NA,NA,5,7,4,4,26,Male,NA,English,NA,3,3,3,NA,NA,NA,2,3,3,NA,NA,NA,FALSE
R_2CD1fPI4StE6gQq,Study 1A,-1,Moral Message,4,4,4,4,3,4,4,3,4,4,4,I thought it was right about it wasn't necessary to recycle.,I thought it had some good points about recycling.,NA,NA,NA,NA,7,7,3,3,31,Female,NA,English,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,FALSE
R_W1iSb2TeytGCnQd,Study 1A,1,Practical Message,4,4,4,5,5,1,5,1,4,4,4,I would rather use those resources than have trash piling up at landfills.,NA,NA,NA,NA,NA,3,7,2,2,31,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_1oebrLk720ZQMT1,Study 1A,-1,Moral Message,4,4,4,5,5,5,5,5,4,4,4,I felt his statistics were fraudulent.,Many things that he stated did not add up. Seemed as if he were lying or exagerating.,"Does this guy have any connections with ""special interests""",NA,NA,NA,7,7,3,3,39,Female,NA,English,NA,2,2,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_2AY9r713eAoPWDm,Study 1A,-1,Moral Message,2,3,2,4,2,1,3,3,3,2,2,The article makes some good points about our current recycling program.,The pollution caused by recycling trucks is not an isolated issue. Pollution is also caused by other industries.,I don't believe that recycling trucks are the reason more pets are dying from traffic accidents.,I want to learn more info about recycling plants causing harm to their surrounding environment.,It doesn't make sense to me that a recycling plant which is supposed to do go good would be damaging society.,NA,5,4,2,2,32,Male,NA,English,NA,1,3,3,3,3,NA,1,2,2,3,3,NA,FALSE
R_2dXWOBm8f30cx8p,Study 1A,1,Practical Message,3,3,3,3,3,2,3,3,1,1,1,I guess I never thought about the adverse results of recycling,NA,NA,NA,NA,NA,4,5,4,4,44,Male,NA,English,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,TRUE
R_Xz7FhgWtLiCuwmd,Study 1A,-1,Moral Message,4,4,4,3,5,1,4,2,4,4,4,The article is a bit of a stretch.,I wonder what the actually statistics of animal death is compared when recycling was at a low point vs now.,These problems they use are all things that can be fixed with learning and better adapting,Did the person writing this have an actual animal hurt by a recycling truck?,NA,NA,3,3,1,1,31,Female,NA,English,NA,3,3,3,3,NA,NA,2,3,3,3,NA,NA,FALSE
R_OKggS0Z59Ymitbz,Study 1A,-1,Moral Message,4,4,4,3,5,4,5,3,4,4,4,I thougth that the essay was silly .,who says REcycling is IMMORAL what the hell?,This guy is crazy,this guy doesnt know any thing,recycling is a good thing,it helps reduce pollution,5,5,4,4,34,Female,NA,English,NA,2,2,2,2,2,2,2,2,2,2,2,2,FALSE
R_2e1Z6pLwYqN9B3H,Study 1A,-1,Moral Message,3,3,4,4,4,2,4,2,1,1,1,I think the article is trying hard to apply to emotion,A lot of the arguments seems hard to prove,I wasn't sure why this writer was so against it.,NA,NA,NA,6,3,1,1,26,Male,NA,English,NA,3,2,3,NA,NA,NA,3,2,2,NA,NA,NA,FALSE
R_U9pnK8B6ZrdCvm1,Study 1A,-1,Moral Message,4,4,4,4,5,1,4,3,4,4,4,The paper sounded false.,The writer sounded a bit histrionic.,The paper read as being very one sided.,The paper didn't take into account pollutants released from manufacturing new products.,"Owner's should look after their pets, better.",I would want to research any of this information and would take none of it at face value.,7,3,1,2,48,Male,NA,English,NA,2,2,2,3,4,3,2,3,2,2,3,3,FALSE
R_1pJCdC7z7NOuBPS,Study 1A,1,Practical Message,4,2,4,5,3,3,2,5,1,0,0,Unsure,Uneasy,Costly,Ineffective,Expensive,Toxic,3,7,3,5,42,Male,NA,English,NA,3,4,4,4,4,4,3,3,3,3,1,3,FALSE
R_3G0TnBfmB2qUeyw,Study 1A,-1,Moral Message,4,4,4,4,4,1,4,2,4,4,4,The argument against recycling is far fetched.,Correlation does not necessarily equal causation in regards to the negative impacts of recycling.,The author is straining for evidence to support their argument and it's not entirely logical.,NA,NA,NA,3,5,2,4,48,Male,NA,English,NA,2,2,2,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_1kXk4VJ0oXL59Lb,Study 1A,1,Practical Message,4,4,4,4,4,2,3,1,3,3,3,Are people really against recycling?,I wonder how many people actually recycle.,I question if I am recycling well enough.,Why aren't there more regulations about recycling?,I did not realize that recycling was so costly.,I need to recycle more.,2,5,2,2,31,Male,NA,English,NA,3,3,3,3,3,2,2,3,2,3,3,2,FALSE
R_3D0bcGQhhjA0KRS,Study 1A,1,Practical Message,4,4,4,5,5,1,5,1,4,4,4,it is inefficient,it makes waste,it is not as helpful as we think,NA,NA,NA,2,5,3,3,30,Prefer Not to Say,NA,English,NA,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,FALSE
R_2E4Cbf4y7y1FxQF,Study 1A,1,Practical Message,3,3,3,4,3,2,2,4,3,3,3,I felt the author did not care about the end result.,The author only cared about monetary losses.,The author had a biased point of view.,NA,NA,NA,2,7,2,2,32,Male,NA,English,NA,3,3,2,NA,NA,NA,3,2,2,NA,NA,NA,FALSE
R_QbPycV6j5bI9s8p,Study 1A,-1,Moral Message,4,4,4,4,5,3,4,4,4,4,4,So this essay is angry because more recycling trucks are on the road and they're killing pets?,So we should stop recycling because pets are being hit?,The responsibility would fall on pet owners to keep their pets in a more secure location to keep them from getting run over.,There is no way people should stop recycling because pets are dying accidentally.,This essay sounds way too fake to be considered facts.,I'm not going to stop recycling because of what this article claims.,1,1,1,1,36,Female,NA,English,NA,3,3,3,2,2,2,2,2,3,2,2,2,FALSE
R_28Y5keviyDfsmjJ,Study 1A,1,Practical Message,4,4,4,4,5,2,3,3,3,4,4,I wonder if this is true?,I have never heard of any of these issues before.,Doesn't the long term benefit outweigh the short term costs?,NA,NA,NA,1,7,2,2,27,Female,NA,English,NA,3,3,2,NA,NA,NA,2,3,2,NA,NA,NA,FALSE
R_3ltN1eoHTDudSjq,Study 1A,-1,Moral Message,4,4,4,5,4,1,5,3,3,3,3,Not very convincing.,More trucks argument doesn't hold water. The amount of thrash is still same.,Pets should not roam free.,"Trash is the problem, not recycling.","Recycling facilities need to function cleaner, if that's a problem",NA,7,1,1,1,55,Female,NA,English,NA,2,2,4,2,3,NA,2,2,3,2,2,NA,FALSE
R_1ONSkR9NB8eVDNa,Study 1A,1,Practical Message,4,4,4,4,5,2,4,3,1,2,1,I never realized the impact recycling had on our government resources.,I never would have thought of traffic issues or housing issues with recycling.,NA,NA,NA,NA,4,7,3,3,29,Female,NA,English,NA,3,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,FALSE
R_3HicbhbqtAVZS3E,Study 1A,1,Practical Message,0,2,0,3,4,3,3,2,1,2,2,Recycling is extremely beneficial to multiple aspects of society,NA,NA,NA,NA,NA,4,5,2,2,19,Male,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_WkcYAaeiGpDvQI1,Study 1A,-1,Moral Message,4,4,4,4,4,4,4,4,2,2,2,I thought it was interesting but I feel like the pros outweigh the cons.,NA,NA,NA,NA,NA,4,4,2,3,24,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_Rx0tSo8wJd2I9IB,Study 1A,-1,Moral Message,3,2,3,3,4,1,4,2,3,2,3,The professor is listing all the negative points but he isn't giving me any information on how the benefits balance the picture.,"If pets are being run over by trucks, maybe their owners should be a little more responsible in their ownership.",I'm not completely sure this is a genuine argument from an academic.,NA,NA,NA,5,5,2,4,53,Male,NA,English,NA,3,3,3,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_27fKsq7uwpWo0ev,Study 1A,-1,Moral Message,4,4,4,5,5,4,5,5,3,3,3,I find it hard to believe more animals are ran over just because we have recycling trucks.,It has to be better that we recycling than throwing it all in the trash.,NA,NA,NA,NA,3,3,2,2,30,Female,NA,English,NA,3,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_23dGQMGVNlmHyu5,Study 1A,1,Practical Message,3,3,3,4,4,2,4,2,1,1,1,What kind of technology is being used to recycle air and purify water? Are there advancements in this technology?,"How are other big cities handling recycling? For example, Portland, New York, etc.",NA,NA,NA,NA,3,5,1,1,25,Female,NA,English,NA,3,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,FALSE
R_1f7R6ocJn70pj8k,Study 1A,1,Practical Message,4,4,4,5,5,5,3,4,4,4,4,I would laugh my ass off if Trump actually came out and said he was going to do away with recycling because of some laughable article like this.,"You can't actually be be suggesting that every single piece of plastic, metal, electronic device, batteries, cars, mechanical equipment, appliance and every other thrown out items that are recycled be taken straight to the landfill do you?",I love how you site environmental reasons that recycling is actually bad. Like the person who wrote this article and the people who are mislead enough to believe it really care about the environment at all.,"Please tell me that this isn't serious. I know MTurk requesters often lie to there workers about certain things to see how it will affect survey responses, but if this is actually real and there are people out there who support this, it needs to get media attention ASAP. Telling people not to recycling is insane.",NA,NA,1,1,2,2,26,Male,NA,English,NA,2,2,2,2,NA,NA,2,2,2,2,NA,NA,FALSE
R_1DvzosoGXxknZPM,Study 1A,-1,Moral Message,3,3,4,2,3,4,4,3,-1,0,-1,I always worried about the amount of trucks on the road due to recycling.,I have always had questions about recycling centers and if they take more energy to recycle than just not doing it at all.,LA is a really badly polluted area in the air and this says recycling is part of the cause.,NA,NA,NA,6,3,1,1,32,Female,NA,English,NA,3,3,3,NA,NA,NA,1,1,3,NA,NA,NA,FALSE
R_ZeE0mCJgd75wWQx,Study 1A,-1,Moral Message,4,4,4,3,4,1,3,1,3,3,2,This argument doesn't address the resource conservation that is a primary goal of recycling.,"If the process is leading to so much toxicity, the process needs improving -- arguing against recycling itself is counterproductive when you consider other benefits.",The idea of more animals being killed by bigger truck fleets is certainly one I hadn't considered before.,I'm not sure I trust PETA statistics.,NA,NA,6,2,2,2,40,Male,NA,English,NA,3,3,3,3,NA,NA,1,3,1,2,NA,NA,FALSE
R_068Xtc3ngDXxgnT,Study 1A,1,Practical Message,4,4,4,4,5,2,5,4,2,3,3,The points presented were convincing.,"Items besides paper, like plastic, are still worthwhile to recycle. Paper will eventually disintegrate in a land fill where plastic will not.",NA,NA,NA,NA,1,6,2,2,32,Female,NA,English,NA,1,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,FALSE
R_2v0VYLTYvj6Dzlp,Study 1A,1,Practical Message,4,4,4,4,4,4,4,4,4,4,4,Disgusted that people would argue against recycling,NA,NA,NA,NA,NA,1,1,2,2,27,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_2fqhW7NcVEsExNp,Study 1A,-1,Moral Message,3,3,3,1,3,1,2,1,2,0,0,I'm not sure this is true,"If it is true, why are more people not talking about this",It would be sad if household pets were really dying because of recycling,NA,NA,NA,4,6,4,4,35,Female,NA,English,NA,3,3,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_2uBToAV75MtLxXz,Study 1A,-1,Moral Message,4,4,4,4,5,1,4,2,4,4,4,The arguments in this essay may be true but they can't out weigh the benefits of recycling.,If peoples' pets are getting hit by cars that's their fault.,NA,NA,NA,NA,1,7,1,1,26,Male,NA,English,NA,2,3,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_YXJaHUQSgHjwCwF,Study 1A,-1,Moral Message,0,0,0,1,1,1,1,1,-4,-4,-4,meow meow meow meow meow meow meow,meow meow meow meow meow meow meow,meow meow meow meow meow meow meow,meow meow meow meow meow meow meow,meow meow meow meow meow meow meow,meow meow meow meow meow meow meow,1,1,4,4,35,Male,NA,English,NA,4,4,4,4,4,4,4,4,4,4,4,4,FALSE
R_11WN7cQXoIkIYxX,Study 1A,1,Practical Message,3,3,3,4,4,4,3,2,2,2,2,Need evidence,Recycling does have a high cost but it's worth it,short term costs are better than long term pollution,recyclings plants can be put anywhere,NA,NA,1,6,1,1,55,Male,NA,English,NA,3,2,2,3,NA,NA,2,2,2,3,NA,NA,FALSE
R_22WDOdxIQCSvwe1,Study 1A,1,Practical Message,4,4,4,3,3,2,4,2,2,3,1,I was surprised at the amount of wasted money.,I was interested to see the actual data on the problem.,NA,NA,NA,NA,4,7,4,4,33,Male,NA,English,NA,3,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,FALSE
R_3svIkQrWr5yBEVo,Study 1A,1,Practical Message,4,4,4,3,4,2,3,2,4,4,4,In my area one truck takes both the recycling and regular garbage so I have to wonder how much of what he said is correct or whether my area is an outlier,I would like to read more about the process of recycling before coming to a concrete judgement on the practice as things are always changing,I would like to see a well sourced argument both for an against recycling to become better informed,I wish people wouldn't litter,I wonder if the world will look like it did in WALL-E someday,There's a lot of garbage floating around our planet that no one really talks about.,3,5,4,3,25,Male,NA,English,NA,3,3,3,4,4,3,3,3,3,2,4,2,FALSE
R_1qgj6zD9mwpqrPo,Study 1A,-1,Moral Message,3,3,3,3,3,1,4,2,2,2,2,"PETA is a poor choice to get your information from, they are far from an unbiased source.","Appeal to emotions, appeal to emotions, appeal to emotions, will this guy quote a scientific source for his claims? Doubt it.","Even if I were to take his claim that animal injuries increased 18% since the recycling program started at face value, I'd still have to see evidence that the increase was caused by the trucks, and not general increase in traffic. Correlation does not equal causation, as my psychology professor likes to remind us.","I thought this was an argument against paper recycling as well, even if they stopped recycling paper it wouldn't take a single one of those trucks off the road, due to everything else we recycle. So there's half his articles argument gone right there.",NA,NA,1,1,1,1,37,Male,NA,English,NA,3,3,3,3,NA,NA,2,2,3,2,NA,NA,FALSE
R_25A3qn0E9oDUZLd,Study 1A,1,Practical Message,-3,0,1,4,2,1,4,3,2,1,-1,Recycling is costly,Recycling may not be as good as people think.,NA,NA,NA,NA,1,5,4,4,28,Female,NA,English,NA,3,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,FALSE
R_cGy1HQrTPjsV7i1,Study 1A,1,Practical Message,3,4,3,4,4,2,3,4,1,1,1,I though recycling was good,I didn't realize the cost,That Makes sense,Maybe it isn't as good as I thought,Interesting,"Well, it is easier not to recycle...",3,6,2,4,28,Male,NA,English,NA,2,3,1,1,4,3,3,3,1,1,3,1,FALSE
R_21FBzEhd9zhnpWr,Study 1A,-1,Moral Message,1,3,1,4,4,1,4,4,1,3,1,"400 more trucks wouldn't make that much difference in killing pets as there are millions of vehicles in all, so that is a petty argument that makes me suspicious.",I see a lot of assertions without numbers or references.,"I would definitely reconsider my opinion on recycling, but not based on that article.",NA,NA,NA,5,3,2,3,60,Male,NA,English,NA,2,3,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
