ID,Unstandardized_Variables,Anthropomorphism,TheoryofIntelligence,Interaction_ConxTOI,PerceivedCostofHelpSeeking,Total_NumberofCorrectAnswer,Gender,Age,Income,Education,Ethnicity,White,Hispanic,Black,NativeAmerican,Asian,Other,StandardizedVariables,ZAnthro,ZTOI,STD_Interaction_ConxTOI,ZCost,ZTotal_CAnswer,ZGender,ZAge,ZIncome,ZEducation,ZWhite,ZHispanic,ZBlack,ZNativeAmerican,ZAsian,ZOther,XXXXXRawDataXXXXX,CorrectQ1,CorrectQ2,CorrectQ3,CorrectQ4,CorrectQ5,CorrectQ6,CorrectQ7,CorrectQ8,CorrectQ9,CorrectQ10,CorrectQ11,CorrectQ12,CorrectQ13,CorrectQ14,CorrectQ15,CorrectQ16
137, ,1,3.25,3.25,3,11,0,33,1,3,1,1,0,0,0,0,0, ,1.00267023172272,-.012845250906779,-.0128795507032366,.243199296660056,-.0868237792518759,-1.01345287212464,-.53915356510553,-1.0996764433942,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
138, ,0,1.5,0,4.833333333,11,0,22,1,2,1,1,0,0,0,0,0, ,-.992003527129922,-1.35799992586472,1.34714071629998,1.83638704542849,-.0868237792518759,-1.01345287212464,-1.50437452543806,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
139, ,1,2,2,3,8,1,51,1,2,1,1,0,0,0,0,0, ,1.00267023172272,-.973670018733881,-.976269943305364,.243199296660056,-1.10157669925815,.981449097215435,1.04029891543861,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
140, ,0,2.5,0,2.833333333,9,0,59,2,2,1,1,0,0,0,0,0, ,-.992003527129922,-.58934011160304,.584627469389358,.0983640464560129,-.763325725922725,-1.01345287212464,1.74227779568045,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1
141, ,0,2.375,0,2.333333333,5,1,37,2,3,2,0,1,0,0,0,0, ,-.992003527129922,-.68542258838575,.679941625253185,-.336141703287106,-2.11632961926442,.981449097215435,-.18816412498461,-.332364895204962,.49042093811722,-2.07837275479366,3.98929047609644,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
142, ,1,2.75,2.75,2.666666667,10,0,57,4,3,1,1,0,0,0,0,0, ,1.00267023172272,-.39717515803762,-.398235707744088,-.0464712028790193,-.4250747525873,-1.01345287212464,1.56678307561999,1.20225820117351,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1
143, ,0,4.125,0,3.666666667,11,1,36,2,2,1,1,0,0,0,0,0, ,-.992003527129922,.659732086572192,-.654456556840398,.822540296607219,-.0868237792518759,.981449097215435,-.27591148501484,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1
144, ,1,2,2,2.666666667,14,0,28,3,4,1,1,0,0,0,0,0, ,1.00267023172272,-.973670018733881,-.976269943305364,-.0464712028790193,.927929140754398,-1.01345287212464,-.97789036525668,.434946652984274,1.94611483379849,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
145, ,0,2.5,0,1.5,9,1,25,1,2,1,1,0,0,0,0,0, ,-.992003527129922,-.58934011160304,.584627469389358,-1.0603179525693,-.763325725922725,.981449097215435,-1.24113244534737,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1
146, ,0,2,0,1,14,0,33,2,2,1,1,0,0,0,0,0, ,-.992003527129922,-.973670018733881,.965884092844667,-1.49482370231242,.927929140754398,-1.01345287212464,-.53915356510553,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
147, ,1,3.125,3.125,2.333333333,9,0,49,3,3,1,1,0,0,0,0,0, ,1.00267023172272,-.108927727689489,-.109218589963449,-.336141703287106,-.763325725922725,-1.01345287212464,.86480419537815,.434946652984274,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0
148, ,1,4,4,2.5,11,1,44,2,3,1,1,0,0,0,0,0, ,1.00267023172272,.563649609789482,.56515468485804,-.191306453083063,-.0868237792518759,.981449097215435,.426067395227,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1
149, ,0,5.625,0,1,13,1,27,3,3,2,0,1,0,0,0,0, ,-.992003527129922,1.81272180796471,-1.79822642720633,-1.49482370231242,.589678167418974,.981449097215435,-1.06563772528691,.434946652984274,.49042093811722,-2.07837275479366,3.98929047609644,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
150, ,1,2.125,2.125,2.333333333,13,0,49,1,2,1,1,0,0,0,0,0, ,1.00267023172272,-.877587541951171,-.879930904045151,-.336141703287106,.589678167418974,-1.01345287212464,.86480419537815,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
151, ,0,5.5,0,4,14,1,32,3,3,1,1,0,0,0,0,0, ,-.992003527129922,1.716639331182,-1.7029122713425,1.11221079614629,.927929140754398,.981449097215435,-.62690092513576,.434946652984274,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
152, ,1,4,4,2,13,0,29,2,2,1,1,0,0,0,0,0, ,1.00267023172272,.563649609789482,.56515468485804,-.625812202826182,.589678167418974,-1.01345287212464,-.89014300522645,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1
153, ,0,3.25,0,1.666666667,14,1,37,4,3,1,1,0,0,0,0,0, ,-.992003527129922,-.012845250906779,.0127425342063936,-.915482702365257,.927929140754398,.981449097215435,-.18816412498461,1.20225820117351,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
154, ,0,3,0,3.333333333,10,0,51,3,3,1,1,0,0,0,0,0, ,-.992003527129922,-.205010204472199,.203370845934048,.532869796199132,-.4250747525873,-1.01345287212464,1.04029891543861,.434946652984274,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
155, ,1,2.125,2.125,2.833333333,13,0,27,1,3,1,1,0,0,0,0,0, ,1.00267023172272,-.877587541951171,-.879930904045151,.0983640464560129,.589678167418974,-1.01345287212464,-1.06563772528691,-1.0996764433942,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
156, ,0,4.625,0,1.666666667,11,1,38,2,2,1,1,0,0,0,0,0, ,-.992003527129922,1.04406199370303,-1.03571318029571,-.915482702365257,-.0868237792518759,.981449097215435,-.10041676495438,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1
157, ,1,3.625,3.625,1.5,14,0,36,1,2,2,0,1,0,0,0,0, ,1.00267023172272,.275402179441352,.276137567077402,-1.0603179525693,.927929140754398,-1.01345287212464,-.27591148501484,-1.0996764433942,-.965272957564054,-2.07837275479366,3.98929047609644,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
158, ,1,4.75,4.75,1.5,14,0,39,4,4,1,1,0,0,0,0,0, ,1.00267023172272,1.14014447048574,1.14318892041932,-1.0603179525693,.927929140754398,-1.01345287212464,-.0126694049241499,1.20225820117351,1.94611483379849,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
159, ,0,4,0,3.166666667,16,1,31,4,5,1,1,0,0,0,0,0, ,-.992003527129922,.563649609789482,-.55914240097657,.3880345468641,1.60443108742525,.981449097215435,-.71464828516599,1.20225820117351,3.40180872947977,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160, ,0,4.25,0,5.333333333,2,1,30,2,2,3,0,0,1,0,0,0, ,-.992003527129922,.755814563354903,-.749770712704225,2.27089279517161,-3.1310825392707,.981449097215435,-.80239564519622,-.332364895204962,-.965272957564054,-2.07837275479366,-.249330654756028,4.1958726855784,-.0731272424127131,-.261160365369691,-.0731272424127131, ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
161, ,0,4.125,0,2.833333333,12,0,37,1,3,3,0,0,1,0,0,0, ,-.992003527129922,.659732086572192,-.654456556840398,.0983640464560129,.251427194083549,-1.01345287212464,-.18816412498461,-1.0996764433942,.49042093811722,-2.07837275479366,-.249330654756028,4.1958726855784,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
162, ,0,4.5,0,1.666666667,2,1,22,1,3,5,0,0,0,0,1,0, ,-.992003527129922,.947979516920323,-.94039902443188,-.915482702365257,-3.1310825392707,.981449097215435,-1.50437452543806,-1.0996764433942,.49042093811722,-2.07837275479366,-.249330654756028,-.23705495398748,-.0731272424127131,3.80858866164133,-.0731272424127131, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
163, ,0,1,0,2,13,1,52,2,1,1,1,0,0,0,0,0, ,-.992003527129922,-1.74232983299556,1.72839733975529,-.625812202826182,.589678167418974,.981449097215435,1.12804627546884,-.332364895204962,-2.42096685324533,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
164, ,1,5,5,3,13,1,46,6,4,1,1,0,0,0,0,0, ,1.00267023172272,1.33230942405116,1.33586699893974,.243199296660056,.589678167418974,.981449097215435,.60156211528746,2.73688129755198,1.94611483379849,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
165, ,1,1,1,2.833333333,7,0,24,1,2,1,1,0,0,0,0,0, ,1.00267023172272,-1.74232983299556,-1.74698225738707,.0983640464560129,-1.43982767259357,-1.01345287212464,-1.3288798053776,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
166, ,0,5.125,0,3.333333333,16,1,33,2,2,1,1,0,0,0,0,0, ,-.992003527129922,1.42839190083387,-1.41696980375102,.532869796199132,1.60443108742525,.981449097215435,-.53915356510553,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167, ,0,1.875,0,1.5,14,0,63,2,3,1,1,0,0,0,0,0, ,-.992003527129922,-1.06975249551659,1.06119824870849,-1.0603179525693,.927929140754398,-1.01345287212464,2.09326723580137,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
168, ,1,2,2,2.666666667,12,0,34,1,2,1,1,0,0,0,0,0, ,1.00267023172272,-.973670018733881,-.976269943305364,-.0464712028790193,.251427194083549,-1.01345287212464,-.4514062050753,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0
169, ,1,5.125,5.125,3,14,1,52,4,3,1,1,0,0,0,0,0, ,1.00267023172272,1.42839190083387,1.43220603819995,.243199296660056,.927929140754398,.981449097215435,1.12804627546884,1.20225820117351,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
170, ,0,3.75,0,3.333333333,14,1,52,2,2,1,1,0,0,0,0,0, ,-.992003527129922,.371484656224062,-.368514089248916,.532869796199132,.927929140754398,.981449097215435,1.12804627546884,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
171, ,0,4,0,2,12,0,63,1,3,1,1,0,0,0,0,0, ,-.992003527129922,.563649609789482,-.55914240097657,-.625812202826182,.251427194083549,-1.01345287212464,2.09326723580137,-1.0996764433942,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
172, ,0,2,0,2.166666667,10,0,41,4,3,1,1,0,0,0,0,0, ,-.992003527129922,-.973670018733881,.965884092844667,-.480976952622138,-.4250747525873,-1.01345287212464,.16282531513631,1.20225820117351,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1
173, ,1,4.625,4.625,3,9,0,57,4,2,1,1,0,0,0,0,0, ,1.00267023172272,1.04406199370303,1.0468498811591,.243199296660056,-.763325725922725,-1.01345287212464,1.56678307561999,1.20225820117351,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1
174, ,0,2.375,0,2.833333333,14,1,31,2,3,1,1,0,0,0,0,0, ,-.992003527129922,-.68542258838575,.679941625253185,.0983640464560129,.927929140754398,.981449097215435,-.71464828516599,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
175, ,0,2.25,0,3.333333333,13,1,38,3,3,3,0,0,1,0,0,0, ,-.992003527129922,-.781505065168461,.775255781117012,.532869796199132,.589678167418974,.981449097215435,-.10041676495438,.434946652984274,.49042093811722,-2.07837275479366,-.249330654756028,4.1958726855784,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
176, ,0,2,0,1,13,0,53,2,2,1,1,0,0,0,0,0, ,-.992003527129922,-.973670018733881,.965884092844667,-1.49482370231242,.589678167418974,-1.01345287212464,1.21579363549907,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
177, ,1,3,3,4.166666667,9,1,31,6,3,1,1,0,0,0,0,0, ,1.00267023172272,-.205010204472199,-.205557629223662,1.25704604635034,-.763325725922725,.981449097215435,-.71464828516599,2.73688129755198,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1
178, ,0,1,0,1,11,1,25,2,2,1,1,0,0,0,0,0, ,-.992003527129922,-1.74232983299556,1.72839733975529,-1.49482370231242,-.0868237792518759,.981449097215435,-1.24113244534737,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
179, ,1,5.25,5.25,2.833333333,12,0,28,3,2,1,1,0,0,0,0,0, ,1.00267023172272,1.52447437761658,1.52854507746017,.0983640464560129,.251427194083549,-1.01345287212464,-.97789036525668,.434946652984274,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1
180, ,1,4.5,4.5,5.5,9,0,43,1,2,1,1,0,0,0,0,0, ,1.00267023172272,.947979516920323,.950510841898891,2.41572804537565,-.763325725922725,-1.01345287212464,.33832003519677,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0
181, ,0,4.375,0,5.333333333,5,0,55,1,3,1,1,0,0,0,0,0, ,-.992003527129922,.851897040137613,-.845084868568052,2.27089279517161,-2.11632961926442,-1.01345287212464,1.39128835555953,-1.0996764433942,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
182, ,0,1,0,2,14,0,40,4,3,3,0,0,1,0,0,0, ,-.992003527129922,-1.74232983299556,1.72839733975529,-.625812202826182,.927929140754398,-1.01345287212464,.0750779551060801,1.20225820117351,.49042093811722,-2.07837275479366,-.249330654756028,4.1958726855784,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
183, ,1,5.125,5.125,6,9,1,30,1,2,1,1,0,0,0,0,0, ,1.00267023172272,1.42839190083387,1.43220603819995,2.85023379511877,-.763325725922725,.981449097215435,-.80239564519622,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0
184, ,0,5.125,0,2.333333333,11,0,41,1,3,1,1,0,0,0,0,0, ,-.992003527129922,1.42839190083387,-1.41696980375102,-.336141703287106,-.0868237792518759,-1.01345287212464,.16282531513631,-1.0996764433942,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1
185, ,1,3.75,3.75,2.333333333,10,0,59,4,4,1,1,0,0,0,0,0, ,1.00267023172272,.371484656224062,.372476606337614,-.336141703287106,-.4250747525873,-1.01345287212464,1.74227779568045,1.20225820117351,1.94611483379849,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
186, ,0,2.75,0,3.166666667,12,1,24,2,3,1,1,0,0,0,0,0, ,-.992003527129922,-.39717515803762,.393999157661703,.3880345468641,.251427194083549,.981449097215435,-1.3288798053776,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
187, ,1,2.375,2.375,2.833333333,10,1,27,3,2,1,1,0,0,0,0,0, ,1.00267023172272,-.68542258838575,-.687252825524726,.0983640464560129,-.4250747525873,.981449097215435,-1.06563772528691,.434946652984274,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0
