ID,,cond,cond.F,att1_1,att1_2,att1_3,base_mor,base_prac,base_cons,base_know,base_emo,att2_1,att2_2,att2_3,resp1,resp2,resp3,resp4,resp5,resp6,essAQ,essMoral,essPrac,poli_soc,poli_econ,rate1,rate2,rate3,rate4,rate5,rate6,age,gender,d_gen_4_TEXT,language,d_lang_10_TEXT,duplicatedIP
R_DAIzjKQ3pszetc5,,1,Practical Message,1,1,1,3,3,4,4,3,1,1,1,What are the positives about the legalization of marijuana?,How valid are the studies that were mentioned?,Legalization of marijuana could reduce jail occupancy since a lot of people are in there for selling marijuana.,NA,NA,NA,3,3,5,4,4,1,3,1,NA,NA,NA,21,Male,NA,1,NA,FALSE
R_27QfxZkD0ir35gw,,1,Practical Message,3,4,4,5,3,3,4,4,3,3,3,"This article makes good points, but I disagree with them.",This is an alarmist article.,"It has been shown that marijuana legalization has been incredibly good for the economy, so I don't buy the argument that it's bad for the economy.",NA,NA,NA,4,5,7,2,2,1,1,1,NA,NA,NA,27,Female,NA,1,NA,FALSE
R_3KvTA9AlIJcrB1N,,1,Practical Message,3,4,3,2,3,1,4,3,3,4,3,"I understand that there are improvements to be made, but legalization is the first step.","People abuse all sorts of things, not just marijuana and alcohol.","I hear the argument about decreased worker productivity but people know that if they're bad at their job, they get fired. If they slack off at work, fire them and hire someone who can handle it.",NA,NA,NA,5,2,7,1,2,1,1,1,NA,NA,NA,34,Female,NA,1,NA,FALSE
R_6Lrp380lFhmFs9b,,1,Practical Message,2,2,2,5,4,2,3,2,2,2,2,"Regarding the economic costs, I think that marijuana legalization will actually be a benefit to the economy.",I don't think marijuana legalization would impact the workplace any more than alcohol.,The black market does not enter the equation for me as to whether or not marijuana legalization would be a net positive for society.,"Ultimately, marijuana use should be up to the individual and, handled responsibly, will help more people than hurt.",NA,NA,4,1,7,2,3,1,1,3,1,NA,NA,41,Male,NA,1,NA,FALSE
R_2sXcf3X0srPvWqX,,-1,Moral Message,-4,-4,-4,5,4,4,5,5,-4,-4,-4,I agree to every word in this article literally,I was experiencing anxiety because I am really worried it might be legalized,NA,NA,NA,NA,5,5,5,4,4,2,2,NA,NA,NA,NA,24,Female,NA,3,NA,FALSE
R_2rJEiPYPOcyavSJ,,-1,Moral Message,2,2,2,3,3,2,4,3,1,1,2,I agree we need to think about this and not rush into it.,Legal controls are necessary to protect children and marginalized groups.,More research needs to be done on driving and being high.,legalizing in small amounts I believe is beneficial for those who need it for ailments.,NA,NA,6,5,5,4,4,3,1,3,1,NA,NA,33,Male,NA,1,NA,FALSE
R_25ARVMH0AsQmhDC,,1,Practical Message,2,3,2,2,3,4,3,1,1,2,1,The author makes a good point.,Don't we lose productivity due to alcohol and smoking all ready?,The transition to a legal system of distribution might not be that difficult.,It is interesting that states are doing things differently.,"I don't like the ""future generations"" argument.",I never thought of taxes as negative net gain before.,6,2,6,2,4,2,3,1,3,3,2,40,Male,NA,1,NA,FALSE
R_O44AeUUwnHY0AI9,,1,Practical Message,3,3,3,3,2,3,3,2,2,2,2,I thought this is some guy who works for the government and is spreading misinformation about the legalization of marijuana,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,31,Male,NA,1,NA,FALSE
R_3fwauAS4WuujtWH,,-1,Moral Message,3,0,2,4,5,3,5,2,2,0,1,"I thought about how marijuana compares to the impairment of alcohol. That's legal even though it kills a large number of people every year. Cancer, drunk driving, and more.",I thought about the statistics and had questions on where the data is from and under what circumstances it was conducted.,I understand that it's a divisive issue. I think the benefits of taxing it and freeing up our jails is more important. People are already smoking it and will find ways to do it anyway.,"I think there should be strict laws and rules about not smoking and driving, similarly to drunk driving.",NA,NA,4,7,2,2,2,1,4,1,3,NA,NA,34,Male,NA,1,NA,FALSE
R_Tw232O9YAt1Qky5,,1,Practical Message,1,1,1,3,3,3,3,3,-1,-1,-1,"I believe marijuana should be legal for people that really need it, like cancer patients. If these people cannot get any other kind of relief than marijuana should be legal only to them.",It should not be used for recreational use.,I agree that legalizing this drug for everybody would be very bad.,NA,NA,NA,7,7,7,4,4,1,2,3,NA,NA,NA,45,Female,NA,1,NA,FALSE
R_3jU8pj7DH17Vihh,,1,Practical Message,4,4,4,4,5,2,5,2,3,3,3,I agree that it would be a challenge to regulate the market given the black market that is already established,I think it would take time but we could eventually get the market situation straightened out,I don't think productivity would decrease significantly because those workers that want to go to work high already do so,There are a lot of benefits that outweigh these negatives so I still support legalization,NA,NA,2,3,5,2,3,2,1,1,1,NA,NA,37,Female,NA,1,NA,FALSE
R_33wBguFvfHLt0Q9,,1,Practical Message,0,0,0,1,5,1,2,1,-2,-3,-3,"Without proper regulation, personnel in critical job fields can show up to work high.",I do not think enough studies were conducted to really show the negative effects,Memory deficits as the article mentioned is in my opinion impaired judgment.,We are already battling with several other issues and now this is thrown into the mix. I am not in favor of people driving around and going to work high.,I would not mind it for medicinal purposes or people who work from home and have time to come off his or her high.,NA,6,3,7,2,4,2,2,2,2,1,NA,34,Female,NA,1,NA,FALSE
R_1oejrGcgysO0Svo,,1,Practical Message,1,0,1,2,3,2,3,3,1,1,1,"""rushing to legalize?""...marijuana isn't something that was just created","By this authors opinion, the costs of NOT legalizing and continuing to arrest are much less?",These aren't hardened criminals,NA,NA,NA,2,2,4,2,2,1,1,3,NA,NA,NA,46,Male,NA,1,NA,FALSE
R_1FwTarO0OG3RBF6,,-1,Moral Message,4,4,4,4,3,1,3,3,4,4,4,People are going to use it anyway so why not make it legal,It should be treated like alcohol,NA,NA,NA,NA,2,6,4,4,4,1,1,NA,NA,NA,NA,47,Female,NA,1,NA,FALSE
R_Uhcp17YUGsYTtwB,,-1,Moral Message,3,4,3,4,5,1,5,4,3,4,3,"This essay is very opinionated and based on predictions of what could happen, and rarely based on facts.","This essay fails to take into account that just because marijuana has become legalized, doesn't mean you get to use it how ever you want and not suffer consequences.","It is illegal to drive under the influence and the age to buy legally is still 21, which the author failed to mention.",Trying to argue morals almost never works because nothing is objective.,The author kept mentioning that it would hurt minorities but didn't say how.,Minorities are being hurt by the current marijuana industry in much higher numbers than white people.,3,7,3,1,1,4,1,1,4,4,1,23,Female,NA,1,NA,FALSE
R_24CrLeIC0adcW3H,,1,Practical Message,1,1,1,4,4,1,3,1,1,1,1,"The essay raised reasonable concerns, but those concerns are not necessarily valid when investigated further.",Another consideration that was not mentioned was having a reliable DUI test (similar to a breathalizer) that could be used when someone is driving after using.,NA,NA,NA,NA,3,2,6,4,5,1,2,NA,NA,NA,NA,31,Male,NA,1,NA,FALSE
R_rjsNZdlhaeNb0id,,-1,Moral Message,0,0,0,3,3,2,3,1,0,0,0,I am not 100% sure that the article presented is legit and that its source can be verified.,"I am 50/50 when it comes to marijuana legalization.People still use it, kids still use it even if is illegal in most US states. The one point I agree with the article is that, the moment it becomes legal, marijuana will turn into money making machine for the big companies.",NA,NA,NA,NA,3,5,5,2,2,4,3,NA,NA,NA,NA,39,Male,NA,1,NA,FALSE
R_24AvWIfBymO6fVm,,1,Practical Message,3,3,3,5,5,5,5,5,3,3,3,I don't see how it will cost money to legalize it. If anything it will bring in money because of the taxes.,I don't understand how it will lower work productivity. I have smoked it for years now and consider myself a very productive person.,This person is biased about legalizing it.,NA,NA,NA,1,2,2,3,3,1,1,2,NA,NA,NA,32,Male,NA,1,NA,FALSE
R_2cthah9dCFk6g5z,,-1,Moral Message,4,4,4,4,4,1,4,2,3,4,3,"Talking about the dangers of marijuana to people, particularly the vulnerable. The people mentioned are, in many cases, already abusing alcohol, drugs, marijuana, etc. Legalization of pot won't change make things worse.","The statement about impaired driving is actually something I worry about, too. In fact, it's the only concern I have regarding legalization. DUI from alcohol is already a huge problem in the USA.  So, this is concerning.","I'm not sure I agree about the writer's concern about marijuana becoming the next big tobacco. Very, very few people who use marijuana use it in the same way that a chain smoker uses tobacco.  The quantity of pot used (even by daily users) is considerably less (and most likely less harmful) than smoking a pack or two of cigarettes every day",NA,NA,NA,3,4,4,1,1,1,2,1,NA,NA,NA,43,Female,NA,1,NA,FALSE
R_3OlF5RlssVX6hM3,,-1,Moral Message,4,4,4,3,5,4,3,2,2,3,2,"The essay mentioned that people would be affected while driving while under the influence of marijuana. However, my thoughts while reading this is if the marijuana has THC in it this could be an issue because THC is what gives you the ""high"" and could probably affect your ability to drive. However, if it only has CBD, there will be no high from the marijuana, but it will allow you to calm your nerves and anxiety, if people suffer these, this could help them in situations. Maybe they should make only marijuana with enough CBD to help with anxiety and depression/nerves, and make THC illegal.",I don't understand why it mentions children. Children should not be able to legally have marijuana. It should only be 18 and above.,"I understand that we shouldn't allow the Marijuana company to become the next Tobacco company. So, I feel that as long as they keep the ""addicting"" stuff out, ""THC"", then it should be fine to legalize Marijuana.",NA,NA,NA,3,6,5,2,2,1,1,1,NA,NA,NA,33,Female,NA,1,NA,FALSE
R_10uSOMlnQ5MDnHj,,-1,Moral Message,2,0,1,5,4,1,5,2,0,1,0,I dont know if I want my kids to grow up thinking marijuana is an ok thing.,NA,NA,NA,NA,NA,6,7,5,4,4,4,NA,NA,NA,NA,NA,34,Male,NA,1,NA,FALSE
R_3MsQ8AejNKeWVhJ,,1,Practical Message,2,1,1,3,4,2,4,3,1,-1,-1,I did not think about the neighboring states and the higher costs of those smuggling.,"I did not take into consideration the black market regulation, however, it does relate to something ive recently read.","I think that there has been so much debate, and some that is not public about legalization, that the laws are not as well thought out as they should be.","Another thought I had was that I realized that I was not in fact thinking completely practically, and that I was mixing in emotions and morals.",NA,NA,7,2,7,1,1,2,2,3,3,NA,NA,39,Female,NA,1,NA,FALSE
R_8hRxjTUi9i1I6n7,,-1,Moral Message,-3,-3,-3,3,4,2,3,2,-3,-3,-3,I am not sure if I agree that it is immoral to use medicinal marijuana. It can help treat and cure medical problems.,I do think people who smoke marijuana should be monitored and should not be able to drive while high.,The secondary smoke from may cause other people to become sick.,Making marijuana legal can prevent mass incarceration of many minorities and people who are poor.,NA,NA,4,5,4,2,2,1,2,2,1,NA,NA,54,Female,NA,1,NA,FALSE
R_rezZYBYJY58dRYd,,1,Practical Message,2,2,2,4,3,1,5,3,2,2,2,"I live in Massachusetts where recreational dispensaries went legal this past week and my wife is a frequent user in moderate amounts, while for me it not my cup of tea and I'm not a user. I've heard these arguments again and again and again and they just don't cotton with the facts. All my friends have been life long recreational users and I haven't seen a single instances where their job, family, social circle or anything related to their use has been detrimental. Yes, like any vice, alchohol, smoking, porn, etc. it can and will be abused by some minority, but of all those vices I think pot really has the fewest negative impacts on someone's life.","As it is currently semi-legal I think through legalization you'll get higher quality and better regulation which in fact will make it a safer vice than something bought on the streets, from uncertain dealers who acquired it from uncertain sources.","The tax argument vs. cost is a ruse to me. The author quotes the ""one dollar in taxes require 10 dollars in social cost"" is not valid. Those social costs are already there and getting some tax revenue to help deal with them is all upside to me.",NA,NA,NA,2,2,5,1,2,1,1,1,NA,NA,NA,56,Male,NA,1,NA,FALSE
R_1ewW5xsj1cCz47L,,1,Practical Message,4,4,4,4,4,2,5,4,4,4,4,Black market argument is irrelevant as there would be no black market if it were legalized.,The economic cost is irrelevant as you should not limit someone's personal rights because you want to make a profit/reduce costs.,"The laziness argument is irrelevant as people miss work due to alcohol hangovers and even go to work hungover and reduce their own productivity. If anything (and my past experience with it, years ago) it makes me more focused and productive (never have I done it at work or school). Varies person to person.",NA,NA,NA,2,2,1,2,2,1,1,3,NA,NA,NA,29,Male,NA,1,NA,FALSE
R_2aFWO0ZthBzRfFP,,1,Practical Message,4,3,3,3,3,2,3,4,3,3,3,I have to check if these claims are fact,"I think the problems are from ""junkies"", not people that use it to relax",NA,NA,NA,NA,2,2,2,2,2,4,1,NA,NA,NA,NA,32,Male,NA,1,NA,FALSE
R_2ONqibhY468uNO3,,1,Practical Message,4,4,4,5,5,1,5,5,4,4,4,On the economic cost - it would boost the economy overall and help pay for things that we can't afford such as fixing the streets & help the homeless.,Slow workplace  - I think we should just have the same laws as using drug testing on workers for those companies that don't want it in our system.,Spend money on arresting other people than for possession of marijuana.  That can go toward more harder crimes.,NA,NA,NA,3,3,5,2,4,1,1,1,NA,NA,NA,54,Female,NA,1,NA,FALSE
R_zcBEZFuxrpduaxX,,1,Practical Message,3,3,3,4,4,3,3,4,1,2,1,If marijuana becomes legal in every state then there wouldn't be any issues or concerns about getting it smuggled across state lines.,"By making it legal, there would be less people try to smuggle or sell it on the black market. It would be safer for people who sells or purchases it.",Smoking tobacco and drinking alcohol can be just as dangerous so marijuana should be as well.,"Marijuana use is not just for those looking to get high, there are many who use it medically and it would also provide more comfort to them.",NA,NA,5,3,3,2,2,1,1,1,1,NA,NA,44,Female,NA,1,NA,FALSE
R_xseTexkzbCdNde1,,-1,Moral Message,4,4,4,5,4,1,5,3,4,4,4,"First of all I do not agree with the essay I just read, Thought number one would be that if Marijuana was legalized, it would be for medical purposes, Like an ADULT would need a DOCTORS say if he/she would be able to buy this drug.","Secondly, car accidents caused by marijuana users? I don't buy it for a second. THERE ARE SO MANY MORE DRUNK DRIVING DEATHS than anything.","Thirdly, in my opinion, job wise, it would open a lot of job opportunities for the communities",MAKE ALCOHOL ILLEGAL,"A lot of people that are in need of medical attention due to severe pain, cancer ect would benefit from this.",Legalize Marijuana. Period.,2,1,1,3,3,1,1,1,4,1,1,25,Male,NA,1,NA,FALSE
R_2aPkAWiZSdKA5wG,,-1,Moral Message,2,2,3,3,5,4,3,2,3,2,3,I have smoked it before,It does not seem that bad. I have driven with high family members all the time and their driving doesn't seem impaired,I think decriminalization will reduce law enforcement costs,"Here we go with the big tobacco argument again! Each person is responsible for his or her own self. Stop asking the government to impinge upon for-profit industries and demonize them even more than they ever demonized society. If you don't want lung cancer, mental problems, and/or heart disease, don't smoke it!",NA,NA,1,5,1,5,5,1,1,1,3,NA,NA,37,Male,NA,1,NA,FALSE
R_2ypvdPBvSgCtqOO,,1,Practical Message,4,4,4,1,5,4,5,1,4,4,4,This person is full of shit,Yes it cost money from health issues on weed but we allow booze and cigs to be bought and sold legally,"Yes there will always be a black market for things, nothing you can do",can this person please stop writing crap like this.,NA,NA,1,7,2,2,2,4,1,1,4,NA,NA,29,Male,NA,1,NA,FALSE
R_2uIOjacS0jE5H5r,,-1,Moral Message,2,2,2,3,4,1,3,4,2,2,2,the first two arguments are issues that marijuana use already impose. People still smoke marijuana without the legalization.,"in a country where everyone is allowed to follow different rules and have different morals, sometimes damage control is the best options.",Legalizing marijuana doesn't mean that there will be no laws regarding use.,NA,NA,NA,1,7,5,5,5,3,1,1,NA,NA,NA,35,Female,NA,1,NA,FALSE
R_2qeNnpEg3QS2zAF,,-1,Moral Message,3,4,3,2,4,3,4,2,3,3,3,I believe the overall benefits out weigh the negatives relayed in this article. Especially the medical benefits of marijuana,"I would agree that it would have to be closely regulated on the manufacturer level, to ensure that they are not adding things to Marijuana to make it more addictive, in order to increase there profit. Like big tobacco was suspected of in the past.",NA,NA,NA,NA,5,4,5,2,2,1,3,NA,NA,NA,NA,44,Male,NA,1,NA,FALSE
R_2rUFuyiEQWmaKXa,,1,Practical Message,3,3,3,3,4,2,5,3,4,4,4,I would rather people buy and transport from legal states than buy from drug cartels.,"No back up of ""facts"".",Made up facts about Canada.,NA,NA,NA,1,1,5,5,5,1,1,1,NA,NA,NA,62,Female,NA,1,NA,TRUE
R_1GE7WHHtnm5yjl4,,1,Practical Message,-4,-4,-4,4,5,2,5,3,-4,-4,-4,"Since legalization, it seems accepted for someone to be so high that they can't hold a conversation, but if someone has one beer, they're a pariah",It should be regulated and treated the same as alcohol. It hinders the mind,The dispensaries are regulated and taxed. The small number makes it easy,NA,NA,NA,7,2,7,3,3,2,3,3,NA,NA,NA,38,Male,NA,1,NA,FALSE
R_3pm7rlIvhBukZsi,,-1,Moral Message,4,4,4,4,3,4,4,3,4,4,4,I think the essay was complete garbage. Comparing Marijuana use to Big Tobacco and using impairment as an argument is ridiculous.Alcohol causes thousands of deaths per year and has never been demonized as Marijuana has. I almost didn't want to finish the article.,It's clear the article was written by a right-wing bigot. Pretending to worry about the effects on minority communities is laughable considering Marijuana related arrests have led to the mass incarceration of said minorities. The majority of drug convictions and felonies are Marijuana related.,NA,NA,NA,NA,1,1,1,3,5,1,1,NA,NA,NA,NA,35,Other,35,1,NA,FALSE
R_3nUFjPyjiR3jGCg,,1,Practical Message,4,4,4,5,5,5,5,5,3,3,3,Marijuana helps the sick,It's only still smuggled because there needs to be one federal law,NA,NA,NA,NA,3,4,5,1,1,1,1,NA,NA,NA,NA,42,Female,NA,1,NA,FALSE
R_qwK9XYRahqxQMSt,,-1,Moral Message,3,4,4,4,5,3,4,4,4,4,4,"This person seems incredibly uninformed, and has been reading fake articles from pseudoscientific sources.","The numbers and percentages here seemed like they were grabbed from thin air and not actually taken from a reliable source, especially considering the fact that the Canada driving statistic was so incredibly far from true.","Many of the claims in this essay have been disproven, mainly the idea that marijuana contributes to depression. It has been shown in previous, recent, REAL studies that it actually can be used as an antidepressant.",It's funny to me that this person is so concerned about marginalized groups since people who oppose marijuana legalization are usually the upper middle class white people who are ready at the slightest inconvenience to justify police brutality and call the cops on black citizens having a BBQ.,NA,NA,1,6,2,1,2,4,4,1,1,NA,NA,23,Female,NA,1,NA,FALSE
R_1nMJEqe1uHwy4u8,,-1,Moral Message,4,4,4,1,5,1,5,1,4,4,4,I think that article was written by people who are actually going to benefit from legalizing.,Legalizing it will actually cause drug use to go down.,Prohibition just doesn't work.,NA,NA,NA,1,1,1,2,4,3,1,1,NA,NA,NA,30,Male,NA,1,NA,FALSE
R_2D8gBqA5aAvyFYT,,-1,Moral Message,1,1,1,3,4,1,3,4,0,0,0,I didn't know the Canadian statistics,Are these statistics true,High driving would definitely be an issue,"The industry could, and would likely, go the route of tobacco with its exploitation",NA,NA,7,7,3,4,2,3,3,2,2,NA,NA,38,Female,NA,1,NA,FALSE
R_2ZIZ8XzOwN7ZdTM,,-1,Moral Message,4,4,4,1,3,1,4,2,4,4,4,"What an uninformed article. Smoking grass is about as imparing as a cup of coffee. As for your ""morals"" go sell that nonsense elsewhere. I do not like your church.. so I do not go. You do like pot.. DO NOT SMOKE IT. problem solved.",More traffic accidents? Oh please... the real danger is idiots on their cell phones texting as they go down the road. . how about doing something about that? oh wait... Morals.,"You can always tell that the dipsticks that believe this tripe have never lit up a joint. It's these sort of people that cause MORE drug problems. They lie to kids and tell them all this nonsense about how it makes you fell and this and that. And then when some kid tries it and finds out they have been outright lying about it they go and think.. hell they must have been lying about all those harder drugs. Be honest for once, you are not helping.",NA,NA,NA,1,7,5,1,1,1,1,1,NA,NA,NA,43,Male,NA,1,NA,FALSE
R_1dM0dILJUq0C54z,,-1,Moral Message,4,4,4,1,3,1,5,2,4,4,4,Half of the things they said was not factual.,I don't think it would hurt minorities or children. There are a lot more dangerous things to do that are legal.,NA,NA,NA,NA,3,5,3,1,1,1,1,NA,NA,NA,NA,40,Female,NA,1,NA,FALSE
R_24l22hG48The8Up,,-1,Moral Message,1,1,1,2,3,2,2,3,1,1,1,"I appreciate the time and effort the essay's author put into making their points.  However, I don't believe that the issue of legalizing marijuana has been rash or quick; it's been ongoing for quite a few years.","I'm not sure about the amount of driving related deaths and injuries will increase because of legalized marijuana use, either.",NA,NA,NA,NA,3,6,4,2,2,3,1,NA,NA,NA,NA,54,Male,NA,1,NA,FALSE
R_1puvkTxdYp22sLL,,1,Practical Message,0,-1,-1,3,5,2,4,3,-2,-1,-1,kids using drugs from other states,only for medical purposes,NA,NA,NA,NA,5,3,6,4,2,2,1,NA,NA,NA,NA,44,Female,NA,1,NA,FALSE
R_2tlqgF0UyfqGrN5,,1,Practical Message,3,3,3,1,5,1,5,1,3,3,3,"Oh no, not another right-wing idiot catastrophizing.",Good lord that's a terrible argument.,I've replied to some variant of this argument dozens of times. How do so many idiots fall for this broken logic?,This is so over the top ridiculous.,NA,NA,1,2,6,1,1,4,4,4,4,NA,NA,39,Male,NA,1,NA,FALSE
R_2QS3Y8CZ7O72jgD,,1,Practical Message,3,3,3,4,4,1,4,1,3,3,3,I really think this person is uneducated on marijuana.,MJ is not a drug that one get addicted on.,I have known people that have smoked it their entire lives and they do not suffer from memory loss.,I believe people should be free to do what they want as long as they are not hurting others.,NA,NA,3,3,4,5,5,3,1,1,1,NA,NA,44,Male,NA,1,NA,FALSE
R_1RlXbTdXkrzjSs9,,1,Practical Message,0,0,0,3,5,1,4,2,0,0,0,I personally do not care to use drugs so I am not concerned about legalization one way or the other.,NA,NA,NA,NA,NA,7,1,7,1,1,3,NA,NA,NA,NA,NA,45,Male,NA,1,NA,FALSE
R_3pokPRCjQVbVxTW,,-1,Moral Message,4,4,4,3,4,3,4,3,4,4,4,i think whoever wrote the article was overreacting,people will smoke marijuana legal or not,children should not be smoking or using marijuana legal or not,i think it was racial profiling minorities,sounds like a media agenda,marijuana is not as dangerous as they make it sound,3,6,2,1,1,1,1,1,1,1,1,30,Female,NA,1,NA,FALSE
R_uerDkhdhnD6yiPf,,-1,Moral Message,2,2,2,4,4,3,3,3,1,1,1,"I agree that it is being done to fast and without much thought. I do know a few people that smoke marijuana everyday. They have no motivation to do anything. They are always stoned and they seem impaired to me. I do believe it messes up your brain. So, that part of me says pump the brakes.","I can see the benefit for medical reasons especially when you see kids with seizures that it helps. I am all for that. When it is beneficial for any person that has a medical condition and the doctor says ok, then I am ok with that.",I agree with the author that we do need to learn from the Opiod problem. You can't just say yes and give everyone free reign to a drug and expect no consequences. You will have addicted people. You will have unproductive people. It will affect the younger and probably older people's brains that use it regularly.,NA,NA,NA,5,6,5,4,4,2,3,2,NA,NA,NA,44,Female,NA,1,NA,FALSE
R_12A0tzuQz8mejbt,,-1,Moral Message,-4,-4,-4,1,1,1,1,1,-4,-4,-4,"Drug policy experts say there are alternatives to commercial legalization, like putting state governments in charge of marijuana production and sales, which could tame the for-profit incentive and give states more direct control over prices and who buys pot.","Legalizing marijuana also opens up a new source of revenue for the states, and perhaps even the federal government. To be clear, tax revenue derived from the sale of medical and recreational weed wouldn't singlehandedly close massive budget deficits -- but it'd be a welcome start.",NA,NA,NA,NA,5,6,5,3,3,2,1,NA,NA,NA,NA,38,Male,NA,1,NA,FALSE
R_PXIoI0JkKQPfq5b,,1,Practical Message,4,4,4,4,4,2,4,2,4,4,4,Any funds expended in the regulation of marijuana would be peanuts compared to what taxpayers pay to imprison and sustain people arrested for minor drug crimes.,People would much rather purchase marijuana from a state regulated distributor than a drug dealer.,I think that all drugs should be decriminalized.,NA,NA,NA,3,1,7,1,1,1,1,1,NA,NA,NA,28,Male,NA,1,NA,FALSE
R_1hGzVkSNpu2mnGK,,1,Practical Message,4,4,4,4,5,1,5,5,4,4,4,"I think that excess use of any potentially harmful substance, like alcohol or tobacco can reduce work productivity and increase accidents if you're showing up to work drunk, or high, but using those things in moderation outside of the workplace if acceptable, I think the same argument should apply to marijuana use.","I also think that the taxes that would be imposed would be beneficial, not harmful, since that industry could potentially trump tobacco and alcohol sales combined, since it isn't as harmful to one's health as either of those things.","I think that people's well-being would be improved, not brought down, because many people would be also calmer and would be less prone to mental problems since marijuana has been positively correlated to more balanced mental states.",NA,NA,NA,7,7,7,1,2,1,1,1,NA,NA,NA,31,Male,NA,1,NA,FALSE
R_sMZlWMdVU7yef3r,,-1,Moral Message,4,4,4,5,5,1,5,5,4,4,4,"Rubbish, most people are slower and more careful when high.",It is not a gateway drug.,NA,NA,NA,NA,3,3,3,3,3,1,1,NA,NA,NA,NA,32,Female,NA,1,NA,FALSE
R_1lbEpKTPfjGfjJT,,1,Practical Message,4,4,4,5,4,1,5,3,4,4,4,People that use marijuana do not necessarily lead an unproductive life or are not focused on work.,Why is alcohol and cigarettes ok when marijuana is not? It will help millions of people and get them off of narcotics.,"I believe the pharmacy companies, alcohol and tobacco are against legalization as it would cut into their profits.",I personally know a few people who say it works for them and eases their pains. If it helps children with epilepsy why would anyone say it's not ok to use? Are narcotics better than a plant?,They should legalize it in all states and that would help the police and lower their costs.,"States are making big money on marijuana! If a state has the chance to help it's citizens either by allowing them to use or making money for the state it is a no brainer. That money could be used for schools, roads, health care, whatever that state is lacking.",2,3,5,1,1,1,1,1,1,1,1,51,Female,NA,1,NA,FALSE
R_3npc4gXQYqwBzGN,,-1,Moral Message,4,4,4,5,5,1,4,3,4,4,4,"The essay was nonsensical, the arguments were false, and the invocation of race issues comes off as racist considering that racism is a major factor in making the plant illegal in the first place.","No time was spent discussing the medical benefits of marijuana. Which proves that their motives are not ""moral"" or ""ethical"".",Alcohol and tobacco are both legal and regulated and taxed. Yet they are both far more dangerous and neither have the medicinal benefits.,"Alcohol is far more dangerous in the ways they describe, yet it is legal.",People who need it for medical reasons have had to suffer in pain for no reason. And those who need it to prevent seizures may have had fatal consequences from not being able to have it.,"The government has done a huge disservice to the American people by making this medicinal herb illegal, and making research into this potentially life saving drug illegal. If the author cared about morality and ethics, they would have mentioned this.",1,4,1,3,3,1,1,1,1,1,1,42,Female,NA,1,NA,FALSE
R_2TFwvWGJdKdNOZe,,1,Practical Message,-1,-1,-1,5,4,1,3,2,-3,-3,-3,It really would be difficult to regulate. It would be easy to abuse the system.,NA,NA,NA,NA,NA,6,1,7,5,5,2,NA,NA,NA,NA,NA,37,Female,NA,1,NA,FALSE
R_3jfcki1DwnBtD4L,,-1,Moral Message,3,3,3,4,4,3,4,3,1,1,1,I was unaware that legalizing marijuana would increase the rate of deaths to innocent people by impaired drivers under the influence of marijuana.,Taking into consideration about the views I read in the article my wants to legalize marijuana have defiantly decreased.,"If they do legalize marijuana I think that there should be more laws that go with it. Like no going to work high, no driving high, and if you do have a medical card you should be on disability not just have a headache or tooth-pains or any other minor aches.",NA,NA,NA,7,6,3,2,2,2,3,3,NA,NA,NA,19,Female,NA,1,NA,FALSE
R_BzFKX9U7Lldac4p,,1,Practical Message,2,2,2,2,4,1,3,1,2,2,2,The article was not at all convincing.,There wasn't any discussion of medicinal use of marijuana.,"If the author's logic were applied to alcohol, then alcohol shouldn't be legalized.",Enforcing any law incurs expense.,The author apparently doesn't know that many different types of goods are sold in the black market.,Phones/smartphones/tablets/pods are significant causes of distracted drivers (and pedestrians). Shouldn't phones be outlawed?,1,1,5,2,4,4,1,3,3,3,3,70,Female,NA,1,NA,FALSE
R_QmjxlUypatM34Jz,,1,Practical Message,3,3,3,4,4,2,4,3,3,3,3,They didn't provide facts to back up their arguments,Legalization in other states has proved their arguments wrong,NA,NA,NA,NA,4,4,4,3,3,4,1,NA,NA,NA,NA,23,Female,NA,1,NA,FALSE
R_qRcQeqgxox9oMTv,,-1,Moral Message,-4,-4,-4,3,3,1,3,1,-4,-4,-4,My one and only concern was touched on in this article and that is impaired driving,NA,NA,NA,NA,NA,7,4,6,1,1,2,NA,NA,NA,NA,NA,44,Male,NA,1,NA,FALSE
R_3G80B1DozjQpolz,,1,Practical Message,4,4,4,3,5,1,4,2,4,4,4,"The article said that in Canada, where legalization of marijuana has occurred, employment consequences have been catastrophic. I would say that this is a complete fabrication and if not I would like to see the data proving that it has been catastrophic for corporate employers.",This all sounds good until you think about each point.,There will be monetary costs of legalization but the taxes collected will create more revenue for the state than the costs of the process of legalization.,Smuggling marijuana from legal states to illegal wouldn't be a problem if the USA as a whole legalized it.,"The most important thing about legalization, which wasn't addressed at all in the article, is that fewer US citizens will be warehoused in prison. These are people who aren't violent and are productive citizens who are currently being put behind bars for partaking in a, for the most part, harmless recreational drug.",NA,1,1,7,1,1,3,1,1,1,1,NA,35,Female,NA,1,NA,FALSE
R_3LZqNeTnmDpsr8j,,1,Practical Message,-2,-2,-2,1,1,1,1,1,-3,-3,-3,More people would start stealing,More workplace accidents,More stupid people walking around,NA,NA,NA,7,7,7,2,3,2,2,2,NA,NA,NA,39,Female,NA,1,NA,FALSE
