article_id,article_id_recoded,journal_id,url_article,year,author,study,study_recoded,empirical,compare_group,type_group,name_group,scale,reflective,name_scale,type_scale,measure_scale,width_scale,width_scale_recoded,no_items,power,n_rep,n1_rep,n2_rep,n3_rep,n4_rep,n5_rep,reltot,rel1,rel2,rel3,rel4,rel5,mitest_rep,mimethod_rep,miresult_rep,milevel_rep,comments,id,open_data,open_scale,open_group,n_res,n1_res,n2_res,n3_res,n4_res,n5_res,mitest_step4,miresult_step4,milevel_step4,config_assumed,comments
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,3a+3b,3,1,1,1,target caring: high; low,1,1,Perceived benevolence-based trust,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,842,,,,,,"0,85",,,,,,0,,,,"""Results from Studies 3a and 3b are pooled and reported below including dummy codes for each study.""",1021,1,1,1,1194,593,601,,,,1,1,3,1,r 28
521,249,1,https://doi.org/10.1177%2F0956797619839689,2019,kristal,2a,2,1,1,1,tense (two levels: February 1–14; before Valentine’s Day ends; February 15–28; after Valentine’s Day ends),1,1,Envy,1,2,7,7,5,,2824,,,,,,"0,86",,,,,,0,,,,,1061,1,1,1,2824,1415,1409,,,,1,0,0,0,
521,249,1,https://doi.org/10.1177%2F0956797619839689,2019,kristal,2b,3,1,1,1,tense (two levels: February 1–14; before Valentine’s Day ends; February 15–28; after Valentine’s Day ends),1,1,Envy,1,2,7,7,5,,200,,,,,,"0,86",,,,,,0,,,,,1062,1,1,1,347,177,170,,,,1,0,0,0,
521,249,1,https://doi.org/10.1177%2F0956797619839689,2019,kristal,3a,4,1,1,1,Experimental conditions - past vs distant future,1,1,Malicious envy,1,2,7,7,5,,302,,,,,,"0,84",,,,,,0,,,,Authors do PCA but also use a cronbachs alpha so I coded it as reflective.,1063,1,1,1,302,151,151,,,,1,0,0,0,
521,249,1,https://doi.org/10.1177%2F0956797619839689,2019,kristal,3a,4,1,1,1,Experimental conditions - past vs control,1,1,Benign envy,1,2,7,7,5,,302,,,,,,"0,81",,,,,,0,,,,Authors do PCA but also use a cronbachs alpha so I coded it as reflective.,1064,1,1,1,302,151,151,,,,1,0,0,0,
521,249,1,https://doi.org/10.1177%2F0956797619839689,2019,kristal,4,8,1,1,1,Experimental conditions - past vs control,1,1,State-trait anxiety inventory,0,1,4,4,6,,322,,,,,,855,0.85,"0,86",,,,0,,,,,1071,1,1,1,212,102,110,,,,1,0,0,0,
521,249,1,https://doi.org/10.1177%2F0956797619839689,2019,kristal,4,8,1,1,1,Experimental conditions - past vs distant future,1,1,State-self-esteem scale,0,1,5,5,7,,322,,,,,,925,0.92,"0,93",,,,0,,,,,1072,1,1,1,220,110,110,,,,1,0,0,0,
521,249,1,https://doi.org/10.1177%2F0956797619839689,2019,kristal,4,8,1,1,1,Experimental conditions - past vs control,1,1,State-self-esteem scale,0,1,5,5,7,,322,,,,,,925,0.92,"0,93",,,,0,,,,,1073,1,1,1,212,102,110,,,,1,0,0,0,
521,249,1,https://doi.org/10.1177%2F0956797619839689,2019,kristal,4,8,1,1,1,time: time 1 or time 2; within subjects,1,1,State-trait anxiety inventory,0,1,4,4,6,,322,,,,,,855,0.85,"0,86",,,,0,,,,,1074,1,1,1,644,322,322,,,,1,0,0,0,
521,249,1,https://doi.org/10.1177%2F0956797619839689,2019,kristal,4,8,1,1,1,time: time 1 or time 2; within subjects,1,1,State-self-esteem scale,0,1,5,5,7,,322,,,,,,925,0.92,"0,93",,,,0,,,,,1075,1,1,1,644,322,322,,,,1,0,0,0,
661,264,1,https://doi.org/10.1177%2F0956797619830633,2019,woolley,2,2,1,1,1,consumption: shared vs. separate,1,1,perceived closeness,1,2,7,7,4,"""We predetermined a sample size of 100 for the study on the basis of a medium-large effect size (f = .33) and collected data from 104 undergraduate and graduate students outside a campus café""",104,,,,,,"0,89",,,,,,0,,,,"DV is ""experienced closeness to their partner""; 4 questions answerd on 0-6 likert scale. Other DVs from experiment 1 also measured.",1122,1,1,1,98,48,50,,,,1,0,0,0,
811,281,1,https://doi.org/10.1177%2F0956797618822697,2019,catapano,1,1,1,1,1,control condition and perspective-taking condition,1,1,receptiveness,1,2,7,7,4,"""On the basis of a pilot test indicating a Cohen’s d of 0.175; we set a target sample size of 1;000 participants; yielding 75% power to detect a small effect size after allowing for 100 exclusions (10%). However; because of the unpredictable nature of recruitment on Reddit; we also preregistered an end date at which data collection would be stopped even if the target were not met.""",484,,,,,,"0,88",,,,,,0,,,,,1176,1,1,1,484,246,238,,,,1,0,0,0,
811,281,1,https://doi.org/10.1177%2F0956797618822697,2019,catapano,1,1,1,1,1,control condition and perspective-taking condition,1,1,value congruence,1,2,7,7,3,"""On the basis of a pilot test indicating a Cohen’s d of 0.175; we set a target sample size of 1;000 participants; yielding 75% power to detect a small effect size after allowing for 100 exclusions (10%). However; because of the unpredictable nature of recruitment on Reddit; we also preregistered an end date at which data collection would be stopped even if the target were not met.""",484,,,,,,"0,92",,,,,,0,,,,,1177,1,1,1,484,246,238,,,,1,1,3,1,
811,281,1,https://doi.org/10.1177%2F0956797618822697,2019,catapano,2,2,1,1,1,perspective-taking/different-ideology condition and perspective-taking/same-ideology condition and control condition,1,1,receptiveness,1,2,7,7,4,"""Sample size was determined on the basis of the same Cohen’s d as in Experiment 1 (0.175); suggesting approximately 1;350 participants across three conditions for 75% power.""",1252,414,407,431,,,"0,86",,,,,,0,,,,,1178,1,1,1,1411,466,482,463,,,1,0,0,0,
811,281,1,https://doi.org/10.1177%2F0956797618822697,2019,catapano,2,2,1,1,1,perspective-taking/different-ideology condition and perspective-taking/same-ideology condition and control condition,1,1,value congruence,1,2,7,7,3,"""Sample size was determined on the basis of the same Cohen’s d as in Experiment 1 (0.175); suggesting approximately 1;350 participants across three conditions for 75% power.""",1252,414,407,431,,,"0,93",,,,,,0,,,,,1179,1,1,1,1411,466,482,463,,,1,1,3,1,
861,286,1,https://doi.org/10.1177%2F0956797618814145,2019,obrien,1,1,1,1,1,giving condition and getting condition,1,1,Day-end happiness: Overall; how did you feel today?,1,2,7,7,4,,96,50,46,,,,"0,95",,,,,,0,,,,,1195,1,1,1,105,49,56,,,,1,1,3,0,
861,286,1,https://doi.org/10.1177%2F0956797618814145,2019,obrien,1,1,1,1,1,giving condition and getting condition,1,1,"Recalled-happiness: ""Right after your study experience; how did it feel?”",1,2,7,7,4,,96,50,46,,,,"0,96",,,,,,0,,,,,1196,1,1,1,105,49,56,,,,1,0,0,0,
861,286,1,https://doi.org/10.1177%2F0956797618814145,2019,obrien,1,1,1,1,1,giving condition and getting condition,1,1,Study happiness: “As you’re moving along in the study; how are you now feeling about it at this point?”,1,2,7,7,3,,96,50,46,,,,"0,85",,,,,,0,,,,,1197,1,1,1,105,49,56,,,,1,1,1,1,
861,286,1,https://doi.org/10.1177%2F0956797618814145,2019,obrien,1,1,1,1,1,giving condition and getting condition,1,1,Overall happiness index (day-end; recalled; study),1,2,7,7,11,,96,50,46,,,,"0,72",,,,,,0,,,,,1198,1,1,1,105,49,56,,,,1,0,0,0,
861,286,1,https://doi.org/10.1177%2F0956797618814145,2019,obrien,1,1,1,1,1,time 1 to time 5,1,1,Day-end happiness: Overall; how did you feel today?,1,2,7,7,4,,96,50,46,,,,"0,95",,,,,,0,,,,,1201,1,1,1,556,113,113,111,110,109,1,0,0,0,
861,286,1,https://doi.org/10.1177%2F0956797618814145,2019,obrien,1,1,1,1,1,time 1 to time 5,1,1,"Recalled-happiness: ""Right after your study experience; how did it feel?”",1,2,7,7,4,,96,50,46,,,,"0,96",,,,,,0,,,,,1202,1,1,1,556,113,113,111,110,109,1,0,0,0,
861,286,1,https://doi.org/10.1177%2F0956797618814145,2019,obrien,1,1,1,1,1,time 1 to time 5,1,1,Study happiness: “As you’re moving along in the study; how are you now feeling about it at this point?”,1,2,7,7,3,,96,50,46,,,,"0,85",,,,,,0,,,,,1203,1,1,1,556,113,113,111,110,109,1,1,3,1,
861,286,1,https://doi.org/10.1177%2F0956797618814145,2019,obrien,1,1,1,1,1,time 1 to time 5,1,1,Overall happiness index (day-end; recalled; study),1,2,7,7,11,,96,50,46,,,,"0,72",,,,,,0,,,,,1204,1,1,1,556,113,113,111,110,109,1,0,0,0,
861,286,1,https://doi.org/10.1177%2F0956797618814145,2019,obrien,2,2,1,1,1,giving condition and getting condition,1,1,Happiness block,1,2,7,7,3,,502,249,253,,,,"0,96",,,,,,0,,,,Postgame survey is three items as well but they get analyzed separately.,1207,1,1,1,502,253,249,,,,1,1,1,1,
861,286,1,https://doi.org/10.1177%2F0956797618814145,2019,obrien,2,2,1,1,1,round 1 to round 10,1,1,Happiness block,1,2,7,7,3,,502,249,253,,,,"0,96",,,,,,0,,,,Postgame survey is three items as well but they get analyzed separately.,1208,1,1,1,5020,,,,,,1,1,3,1,"didn't fill out n1_res etc. because there are 10 groups, all of them have N=502"
891,289,1,https://doi.org/10.1177%2F0956797618813561,2019,madan,3,3,1,1,0,fixed-mind-set condition or the growth-mind-set condition,1,1,support for resettling refugees,1,2,7,7,4,"""To conduct the power analysis; we used the effect size from Study 5 by Chiu et al. (1997); as the current study used the same experimental manipula-tion. Using G*Power software (Faul et al.; 2007); we com-puted a power analysis for a t test comparing two independent means; Cohen’s d= 0.61; α= .05 (two-tailed); power = 80%; allocation ratio across conditions =1; which indicated that we would need to recruit a mini-mum of 88 participants. However; to ensure that the study was highly powered; we decided to recruit 400 participants""",325,,,,,,"0,96",,,,,,0,,,,scale was adapted from other study,1215,1,1,1,409,208,201,,,,1,1,3,0,
891,289,1,https://doi.org/10.1177%2F0956797618813561,2019,madan,3,3,1,1,0,fixed-mind-set condition or the growth-mind-set condition,1,1,political orientation,1,2,7,7,3,"""To conduct the power analysis; we used the effect size from Study 5 by Chiu et al. (1997); as the current study used the same experimental manipula-tion. Using G*Power software (Faul et al.; 2007); we com-puted a power analysis for a t test comparing two independent means; Cohen’s d= 0.61; α= .05 (two-tailed); power = 80%; allocation ratio across conditions =1; which indicated that we would need to recruit a mini-mum of 88 participants. However; to ensure that the study was highly powered; we decided to recruit 400 participants""",325,,,,,,"0,94",,,,,,0,,,,,1216,1,1,1,410,209,201,,,,1,1,3,1,
891,289,1,https://doi.org/10.1177%2F0956797618813561,2019,madan,4,4,1,1,0,fixed-mind-set condition or the growth-mind-set condition,1,1,participants’ beliefs about how well refugees can assimilate in society,1,2,7,7,5,"""This study was conducted before Study 3. Thus; we conducted a power analysis based on the effect size from Study 5 by Chiu et al. (1997). This analysis indi-cated that we would need to recruit a minimum of 88 partici-pants for 80% power. However; to ensure that the study was highly powered; we decided to recruit 500 U.S. participants""",424,,,,,,"0,93",,,,,,0,,,,,1217,1,1,1,506,249,257,,,,1,0,0,0,
891,289,1,https://doi.org/10.1177%2F0956797618813561,2019,madan,4,4,1,1,0,fixed-mind-set condition or the growth-mind-set condition,1,1,support for resettling refugees,1,2,7,7,4,"""This study was conducted before Study 3. Thus; we conducted a power analysis based on the effect size from Study 5 by Chiu et al. (1997). This analysis indi-cated that we would need to recruit a minimum of 88 partici-pants for 80% power. However; to ensure that the study was highly powered; we decided to recruit 500 U.S. participants""",424,,,,,,"0,95",,,,,,0,,,,,1218,1,1,1,506,249,257,,,,1,0,0,0,
891,289,1,https://doi.org/10.1177%2F0956797618813561,2019,madan,4,4,1,1,0,fixed-mind-set condition or the growth-mind-set condition,1,1,political orientation,1,2,7,7,3,"""This study was conducted before Study 3. Thus; we conducted a power analysis based on the effect size from Study 5 by Chiu et al. (1997). This analysis indi-cated that we would need to recruit a minimum of 88 partici-pants for 80% power. However; to ensure that the study was highly powered; we decided to recruit 500 U.S. participants""",424,,,,,,"0,96",,,,,,0,,,,,1219,1,1,1,505,248,257,,,,1,1,3,1,
941,295,1,https://doi.org/10.1177%2F0956797618805750,2019,cao,2,2,1,1,0,butcher and firefighter and construction worker,1,1,composite of four items: (a) fair; (b) just; (c) accurate; and (d) intelligent,1,2,7,7,4,,604,199,200,205,,,"0,9",,,,,,0,,,,high reliability of these four items within each condition; Cronbach’s alphas were greater than .90; supplemental material is not clear,1243,1,1,1,604,,,,,,1,0,0,0,"didn't fill out n1_res etc. because there are 6 groups: 101, 104, 102, 98, 99, 100"
1031,305,1,https://doi.org/10.1177%2F0956797617731367,2018,Bartholow,1,1,1,1,1,Data-collection site,1,1,Rutger Alcohol Problem Index,0,1,4,4,23,,128,72,56,,,,"0,84",NA,,,,,0,,,,,1274,1,0,1,NA,NA,NA,,,,0,NA,NA,NA,
1031,305,1,https://doi.org/10.1177%2F0956797617731367,2018,Bartholow,1,1,1,1,1,Data-collection site,1,1,University identification Questionnaire,0,2,7,7,9,,128,72,56,,,,"0,81",,,,,,0,,,,,1275,1,0,1,NA,NA,NA,,,,0,NA,NA,NA,
1081,310,1,https://doi.org/10.1177%2F0956797617730595,2018,kim,1,1,1,1,1,incremental theorists and entitty theorists,1,1,Costs perception,1,2,7,7,6,0.8,187,,,,,,"0,96",,,,,,0,,,,,1287,1,0,1,NA,NA,NA,,,,0,NA,NA,NA,
1081,310,1,https://doi.org/10.1177%2F0956797617730595,2018,kim,1,1,1,1,1,anthropomorphized vs nonanthropomorphized helper,1,1,Costs perception,1,2,7,7,6,0.8,187,,,,,,"0,96",,,,,,0,,,,,1288,1,0,1,NA,NA,NA,,,,0,NA,NA,NA,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,2b,3,1,1,1,control and pathogen threat,1,1,fitness solutions,1,2,7,7,4,"""To determine sufficiently powered sample sizes in the following studies; we reviewed effect sizes of sev-eral previous tests of experimentally manipulated pathogen cues on responses to appearance-relevant stimuli (Ackerman et al.; 2009; Miller & Maner; 2012; White et al.; 2013). We observed an average d of 0.65. To compensate for potential effect-size inflation; we estimated a d of 0.45; which is closer to effect sizes obtained by field-wide meta-analyses (Richard; Bond; & Stokes-Zoota; 2003). This suggested that a sample size of 158 would be needed to detect an effect with 80% power.""",173,84,89,,,,"0,82",,,,,,0,,,,All info in supplemental materials,1320,1,1,1,173,84,89,,,,1,0,0,0,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,2b,3,1,1,1,control and pathogen threat,1,1,appearance solutions,1,2,7,7,6,"""To determine sufficiently powered sample sizes in the following studies; we reviewed effect sizes of sev-eral previous tests of experimentally manipulated pathogen cues on responses to appearance-relevant stimuli (Ackerman et al.; 2009; Miller & Maner; 2012; White et al.; 2013). We observed an average d of 0.65. To compensate for potential effect-size inflation; we estimated a d of 0.45; which is closer to effect sizes obtained by field-wide meta-analyses (Richard; Bond; & Stokes-Zoota; 2003). This suggested that a sample size of 158 would be needed to detect an effect with 80% power.""",173,84,89,,,,"0,83",,,,,,0,,,,All info in supplemental materials,1321,1,1,1,173,84,89,,,,1,0,0,0,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,2b,3,1,1,1,control and pathogen threat,1,1,other solutions,1,2,7,7,7,"""To determine sufficiently powered sample sizes in the following studies; we reviewed effect sizes of sev-eral previous tests of experimentally manipulated pathogen cues on responses to appearance-relevant stimuli (Ackerman et al.; 2009; Miller & Maner; 2012; White et al.; 2013). We observed an average d of 0.65. To compensate for potential effect-size inflation; we estimated a d of 0.45; which is closer to effect sizes obtained by field-wide meta-analyses (Richard; Bond; & Stokes-Zoota; 2003). This suggested that a sample size of 158 would be needed to detect an effect with 80% power.""",173,84,89,,,,"0,81",,,,,,0,,,,All info in supplemental materials,1322,1,1,1,171,83,88,,,,1,1,3,0,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,3,4,1,1,1,control and pathogen threat,1,1,appearance,1,2,9,9,6,"""To determine sufficiently powered sample sizes in the following studies; we reviewed effect sizes of sev-eral previous tests of experimentally manipulated pathogen cues on responses to appearance-relevant stimuli (Ackerman et al.; 2009; Miller & Maner; 2012; White et al.; 2013). We observed an average d of 0.65. To compensate for potential effect-size inflation; we estimated a d of 0.45; which is closer to effect sizes obtained by field-wide meta-analyses (Richard; Bond; & Stokes-Zoota; 2003). This suggested that a sample size of 158 would be needed to detect an effect with 80% power.""",161,84,77,,,,"0,91",,,,,,0,,,,All info in supplemental materials,1323,1,1,1,163,84,79,,,,1,0,0,0,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,3,4,1,1,1,control and pathogen threat,1,1,hygiene,1,2,9,9,6,"""To determine sufficiently powered sample sizes in the following studies; we reviewed effect sizes of sev-eral previous tests of experimentally manipulated pathogen cues on responses to appearance-relevant stimuli (Ackerman et al.; 2009; Miller & Maner; 2012; White et al.; 2013). We observed an average d of 0.65. To compensate for potential effect-size inflation; we estimated a d of 0.45; which is closer to effect sizes obtained by field-wide meta-analyses (Richard; Bond; & Stokes-Zoota; 2003). This suggested that a sample size of 158 would be needed to detect an effect with 80% power.""",161,84,77,,,,"0,88",,,,,,0,,,,All info in supplemental materials,1324,1,1,1,161,83,78,,,,1,0,0,0,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,3,4,1,1,1,control and pathogen threat,1,1,household,1,2,9,9,6,"""To determine sufficiently powered sample sizes in the following studies; we reviewed effect sizes of sev-eral previous tests of experimentally manipulated pathogen cues on responses to appearance-relevant stimuli (Ackerman et al.; 2009; Miller & Maner; 2012; White et al.; 2013). We observed an average d of 0.65. To compensate for potential effect-size inflation; we estimated a d of 0.45; which is closer to effect sizes obtained by field-wide meta-analyses (Richard; Bond; & Stokes-Zoota; 2003). This suggested that a sample size of 158 would be needed to detect an effect with 80% power.""",161,84,77,,,,"0,81",,,,,,0,,,,All info in supplemental materials,1325,1,1,1,161,83,78,,,,1,0,0,0,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,4,5,1,1,1,control and pathogen threat,1,1,appearance,1,2,10,10,6,"""As part of our preregistration for this study (https://osf.io/zvhb8); we conducted a power analysis to determine appropriate sample size. Because this study was run in response to review feedback from an earlier submission; we were able to use the interaction effect size from the internal meta-analysis (r = .172) as an input to this power analysis. We converted this to an f2 value (0.03) and entered it into G*Power with the following assumptions: Multiple regression test (R2 deviation from zero); α err prob = .05; power = .95; number of predictors = 7 (two predictors; their interaction; and 4 outcome variables). This analysis suggested a total sample size of 735.""",750,382,414,,,,"0,83",,,,,,0,,,,All info in supplemental materials,1326,1,1,1,793,414,379,,,,1,0,0,0,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,4,5,1,1,1,control and pathogen threat,1,1,hygiene,1,2,10,10,6,"""As part of our preregistration for this study (https://osf.io/zvhb8); we conducted a power analysis to determine appropriate sample size. Because this study was run in response to review feedback from an earlier submission; we were able to use the interaction effect size from the internal meta-analysis (r = .172) as an input to this power analysis. We converted this to an f2 value (0.03) and entered it into G*Power with the following assumptions: Multiple regression test (R2 deviation from zero); α err prob = .05; power = .95; number of predictors = 7 (two predictors; their interaction; and 4 outcome variables). This analysis suggested a total sample size of 735.""",750,382,414,,,,"0,79",,,,,,0,,,,All info in supplemental materials,1327,1,1,1,794,414,380,,,,1,0,0,0,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,4,5,1,1,1,control and pathogen threat,1,1,household products,1,2,10,10,6,"""As part of our preregistration for this study (https://osf.io/zvhb8); we conducted a power analysis to determine appropriate sample size. Because this study was run in response to review feedback from an earlier submission; we were able to use the interaction effect size from the internal meta-analysis (r = .172) as an input to this power analysis. We converted this to an f2 value (0.03) and entered it into G*Power with the following assumptions: Multiple regression test (R2 deviation from zero); α err prob = .05; power = .95; number of predictors = 7 (two predictors; their interaction; and 4 outcome variables). This analysis suggested a total sample size of 735.""",750,382,414,,,,"0,89",,,,,,0,,,,All info in supplemental materials,1328,1,1,1,794,413,381,,,,1,0,0,0,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,5a,6,1,1,1,pathogen-threat condition and property-crime condition,1,1,body esteem appearance composites,1,,,,6,"""As part of our preregistration for this study (https://osf.io/tsyrj/); we conducted a power analysis to determine appropriate sample size. First; we converted all R2 for the condition X PVDGA interactions in Studies 1-3 to rs and inputted these into the Comprehensive Meta-Analysis program (Studies 1-3 were used because Studies 5A & 5B were run chronologically before Study 4). This led to an estimated effect size of r = .253 for the interaction. This was converted back to an R2; which was then converted to an f2 value (0.0734). This was entered into G*Power with the following assumptions: Multiple regression test (R2 deviation from zero); α err prob = .05; power = .95; number of predictors = 5. This analysis suggested a total sample size of 276.""",207,154,153,,,,"0,93",,,,,,0,,,,All info in supplemental materials,1329,1,1,1,311,156,155,,,,1,0,0,0,
1111,315,1,https://doi.org/10.1177%2F0956797617733829,2018,ackerman,5b,7,1,1,1,pathogen-threat condition and property-crime condition,1,1,body esteem appearance composites,1,,,,6,"""As part of our preregistration for this study (https://osf.io/tsyrj/); we conducted a power analysis to determine appropriate sample size. First; we converted all R2 for the condition X PVDGA interactions in Studies 1-3 to rs and inputted these into the Comprehensive Meta-Analysis program (Studies 1-3 were used because Studies 5A & 5B were run chronologically before Study 4). This led to an estimated effect size of r = .253 for the interaction. This was converted back to an R2; which was then converted to an f2 value (0.0734). This was entered into G*Power with the following assumptions: Multiple regression test (R2 deviation from zero); α err prob = .05; power = .95; number of predictors = 5. This analysis suggested a total sample size of 276.""",291,140,151,,,,"0,89",,,,,,0,,,,All info in supplemental materials,1330,1,1,1,296,141,155,,,,1,0,0,0,
1151,319,1,https://doi.org/10.1177%2F0956797617733803,2018,russell,1,1,1,1,1,imagined interacting either with a straight male stranger or with a gay male stranger,1,1,Women's worry about having little in common with the man,1,2,7,7,3,,153,,,,,,"0,89",,,,,,0,,,,"other DVs: one question on how comfortable and worried participant is; for two scenarios. Women's perceived attractiveness is another scale but only used as a moderator. There is another within-person condition (""knowledge on sexual orientation (not yet known vs. known; a within-subjects variable)"") but there are no statistical comparisons made on these scales for these groups",1345,1,1,1,153,72,81,,,,1,1,2,1,
1251,330,1,https://doi.org/10.1177%2F0956797617739369,2018,Gaertig,1-6,1,1,1,1,advice type: approximate-chance advice vs. certain advice,1,1,Advice evaluation,1,2,7,7,7,,2864,,,,,,"0,93",,,,,,0,,,,"Regression used but in te same way of an anova (dummies for conditions). ""we decided to merge the data from these six studies into one data set and to present the results all at once"". All participants provide multiple data points if they bet on multiple games (each game is one study). These are then added (I assume!) to give a rating of confidence. These DVs are uncertainty (operationalized as imprecision and operationalized as probabilistic statements).",1384,1,1,1,19370,5985,13385,,,,1,0,0,0,
1251,330,1,https://doi.org/10.1177%2F0956797617739369,2018,Gaertig,7,2,1,1,1,advice type: approximate-chance advice vs. certain advice,1,1,Advice evaluation,1,2,7,7,5,,2864,,,,,,"0,93",,,,,,0,,,,"Regression used but in te same way of an anova (dummies for conditions). ""we decided to merge the data from these six studies into one data set and to present the results all at once"". All participants provide multiple data points if they bet on multiple games (each game is one study). These are then added (I assume!) to give a rating of confidence. These DVs are uncertainty (operationalized as imprecision and operationalized as probabilistic statements).",1385,0,NA,NA,NA,NA,,,,,0,NA,NA,NA,
1261,331,1,https://doi.org/10.1177%2F0956797617740646,2018,kardas,5,5,1,1,1,performer: present; absent,1,1,perceived-skill-acquisition scale,1,2,7,7,3,"""In this and all of our experiments; we predetermined sample sizes of at least 50 participants per cell (Simmons; Nelson; & Simonsohn; 2018); and we doubled this number or more for online experiments. This matches many cell sizes in past research using similar designs (e.g.; about 35 per cell in Carpenter; Wilford; Kornell; & Mullaney; 2013; about 30 per cell in Andrieux & Proteau; 2016; Baumeister; Alquist; & Vohs; 2015). In addition; we conducted power analyses using G*Power (Faul; Erdfelder; Lang; & Buchner; 2007). Cells of 50 provide 80% power to detect an effect size (d) of 0.57 (two-tailed; α = .05). The average size of the critical effect across experiments was 0.60 (N = 2;225); achieving 84% power. Our experiments appear to have been amply powered.""",400,,,,,,"0,9",,,,,,0,,,,,1396,1,1,1,400,195,205,,,,1,1,1,1,
1261,331,1,https://doi.org/10.1177%2F0956797617740646,2018,kardas,5,5,1,1,1,exposure: low; high,1,1,perceived-skill-acquisition scale,1,2,7,7,3,"""In this and all of our experiments; we predetermined sample sizes of at least 50 participants per cell (Simmons; Nelson; & Simonsohn; 2018); and we doubled this number or more for online experiments. This matches many cell sizes in past research using similar designs (e.g.; about 35 per cell in Carpenter; Wilford; Kornell; & Mullaney; 2013; about 30 per cell in Andrieux & Proteau; 2016; Baumeister; Alquist; & Vohs; 2015). In addition; we conducted power analyses using G*Power (Faul; Erdfelder; Lang; & Buchner; 2007). Cells of 50 provide 80% power to detect an effect size (d) of 0.57 (two-tailed; α = .05). The average size of the critical effect across experiments was 0.60 (N = 2;225); achieving 84% power. Our experiments appear to have been amply powered.""",400,,,,,,"0,9",,,,,,0,,,,,1397,1,1,1,400,195,205,,,,1,1,3,1,
1261,331,1,https://doi.org/10.1177%2F0956797617740646,2018,kardas,6,6,1,1,1,one of three kinds of debiasing task,1,1,perceived-skill-acquisition scale,1,2,7,7,4,"""In this and all of our experiments; we predetermined sample sizes of at least 50 participants per cell (Simmons; Nelson; & Simonsohn; 2018); and we doubled this number or more for online experiments. This matches many cell sizes in past research using similar designs (e.g.; about 35 per cell in Carpenter; Wilford; Kornell; & Mullaney; 2013; about 30 per cell in Andrieux & Proteau; 2016; Baumeister; Alquist; & Vohs; 2015). In addition; we conducted power analyses using G*Power (Faul; Erdfelder; Lang; & Buchner; 2007). Cells of 50 provide 80% power to detect an effect size (d) of 0.57 (two-tailed; α = .05). The average size of the critical effect across experiments was 0.60 (N = 2;225); achieving 84% power. Our experiments appear to have been amply powered.""",145,,,,,,"0,85",,,,,,0,,,,"""The perceived-skill-acquisition measures were highly correlated in both Phase 1 (α = .85) and Phase 2 (α = .85); so we collapsed them into scales; although the effects held for each item individually as well"" / ""After watching; participants completed the same dependent measures from Experiment 5; plus an additional item explicitly about ability""",1398,1,1,1,145,47,50,48,,,1,1,3,1,
1261,331,1,https://doi.org/10.1177%2F0956797617740646,2018,kardas,6,6,1,1,1,time: perceived learning at Time 1; before the debiasing task; and perceived learning at Time 2; after the debiasing task,1,1,perceived-skill-acquisition scale,1,2,7,7,4,"""In this and all of our experiments; we predetermined sample sizes of at least 50 participants per cell (Simmons; Nelson; & Simonsohn; 2018); and we doubled this number or more for online experiments. This matches many cell sizes in past research using similar designs (e.g.; about 35 per cell in Carpenter; Wilford; Kornell; & Mullaney; 2013; about 30 per cell in Andrieux & Proteau; 2016; Baumeister; Alquist; & Vohs; 2015). In addition; we conducted power analyses using G*Power (Faul; Erdfelder; Lang; & Buchner; 2007). Cells of 50 provide 80% power to detect an effect size (d) of 0.57 (two-tailed; α = .05). The average size of the critical effect across experiments was 0.60 (N = 2;225); achieving 84% power. Our experiments appear to have been amply powered.""",145,,,,,,"0,85",,,,,,0,,,,"""The perceived-skill-acquisition measures were highly correlated in both Phase 1 (α = .85) and Phase 2 (α = .85); so we collapsed them into scales; although the effects held for each item individually as well"" / ""After watching; participants completed the same dependent measures from Experiment 5; plus an additional item explicitly about ability""",1399,1,1,1,290,145,145,,,,1,1,3,1,
